txn_id,sourceTimestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
71268,28,301.85,1,301.85,NaN,301.85,301.85,301.85,NaN,0.0,NaN,NaN,301.85,0.0,NaN,NaN
71273,28,822.24,1,822.24,NaN,822.24,822.24,822.24,NaN,0.0,NaN,NaN,822.24,0.0,NaN,NaN
71393,28,431.73,1,431.73,NaN,431.73,431.73,431.73,NaN,0.0,NaN,NaN,431.73,0.0,NaN,NaN
71451,28,323.16,1,323.16,NaN,323.16,323.16,323.16,NaN,0.0,NaN,NaN,323.16,0.0,NaN,NaN
71582,28,238.35,1,238.35,NaN,238.35,238.35,238.35,NaN,0.0,NaN,NaN,238.35,0.0,NaN,NaN
71599,28,340.56,1,340.56,NaN,340.56,340.56,340.56,NaN,0.0,NaN,NaN,340.56,0.0,NaN,NaN
71660,28,258.64,1,258.64,NaN,258.64,258.64,258.64,NaN,0.0,NaN,NaN,258.64,0.0,NaN,NaN
71689,28,477.93,1,477.93,NaN,477.93,477.93,477.93,NaN,0.0,NaN,NaN,477.93,0.0,NaN,NaN
72001,28,393.85,1,393.85,NaN,393.85,393.85,393.85,NaN,0.0,NaN,NaN,393.85,0.0,NaN,NaN
72267,28,302.2,1,302.2,NaN,302.2,302.2,302.2,NaN,0.0,NaN,NaN,302.2,0.0,NaN,NaN
72399,28,417.08,1,417.08,NaN,417.08,417.08,417.08,NaN,0.0,NaN,NaN,417.08,0.0,NaN,NaN
72740,28,466.65,1,466.65,NaN,466.65,466.65,466.65,NaN,0.0,NaN,NaN,466.65,0.0,NaN,NaN
72938,28,376.19,1,376.19,NaN,376.19,376.19,376.19,NaN,0.0,NaN,NaN,376.19,0.0,NaN,NaN
73126,28,686.48,1,686.48,NaN,686.48,686.48,686.48,NaN,0.0,NaN,NaN,686.48,0.0,NaN,NaN
73205,28,943.75,1,943.75,NaN,943.75,943.75,943.75,NaN,0.0,NaN,NaN,943.75,0.0,NaN,NaN
73350,28,176.2,1,176.2,NaN,176.2,176.2,176.2,NaN,0.0,NaN,NaN,176.2,0.0,NaN,NaN
73420,28,157.14,1,157.14,NaN,157.14,157.14,157.14,NaN,0.0,NaN,NaN,157.14,0.0,NaN,NaN
73540,28,789.77,1,789.77,NaN,789.77,789.77,789.77,NaN,0.0,NaN,NaN,789.77,0.0,NaN,NaN
73805,28,204.15,1,204.15,NaN,204.15,204.15,204.15,NaN,0.0,NaN,NaN,204.15,0.0,NaN,NaN
73899,28,138.03,1,138.03,NaN,138.03,138.03,138.03,NaN,0.0,NaN,NaN,138.03,0.0,NaN,NaN
73932,28,307.32,1,307.32,NaN,307.32,307.32,307.32,NaN,0.0,NaN,NaN,307.32,0.0,NaN,NaN
74409,28,366.78,1,366.78,NaN,366.78,366.78,366.78,NaN,0.0,NaN,NaN,366.78,0.0,NaN,NaN
74642,28,120.95,1,120.95,NaN,120.95,120.95,120.95,NaN,0.0,NaN,NaN,120.95,0.0,NaN,NaN
74700,28,314.5,1,314.5,NaN,314.5,314.5,314.5,NaN,0.0,NaN,NaN,314.5,0.0,NaN,NaN
74715,28,3855.84,1,3855.84,NaN,3855.84,3855.84,3855.84,NaN,0.0,NaN,NaN,3855.84,0.0,NaN,NaN
74937,28,336.96,1,336.96,NaN,336.96,336.96,336.96,NaN,0.0,NaN,NaN,336.96,0.0,NaN,NaN
75028,28,176.97,1,176.97,NaN,176.97,176.97,176.97,NaN,0.0,NaN,NaN,176.97,0.0,NaN,NaN
75175,28,225.9,1,225.9,NaN,225.9,225.9,225.9,NaN,0.0,NaN,NaN,225.9,0.0,NaN,NaN
75309,28,104.82,1,104.82,NaN,104.82,104.82,104.82,NaN,0.0,NaN,NaN,104.82,0.0,NaN,NaN
75520,28,547.25,1,547.25,NaN,547.25,547.25,547.25,NaN,0.0,NaN,NaN,547.25,0.0,NaN,NaN
75536,28,81.44,1,81.44,NaN,81.44,81.44,81.44,NaN,0.0,NaN,NaN,81.44,0.0,NaN,NaN
75705,28,350.65,1,350.65,NaN,350.65,350.65,350.65,NaN,0.0,NaN,NaN,350.65,0.0,NaN,NaN
75761,28,331.72,1,331.72,NaN,331.72,331.72,331.72,NaN,0.0,NaN,NaN,331.72,0.0,NaN,NaN
75780,28,355.56,1,355.56,NaN,355.56,355.56,355.56,NaN,0.0,NaN,NaN,355.56,0.0,NaN,NaN
76054,28,140.95,1,140.95,NaN,140.95,140.95,140.95,NaN,0.0,NaN,NaN,140.95,0.0,NaN,NaN
76339,28,1181.52,1,1181.52,NaN,1181.52,1181.52,1181.52,NaN,0.0,NaN,NaN,1181.52,0.0,NaN,NaN
76354,28,551.68,1,551.68,NaN,551.68,551.68,551.68,NaN,0.0,NaN,NaN,551.68,0.0,NaN,NaN
76432,28,768.85,1,768.85,NaN,768.85,768.85,768.85,NaN,0.0,NaN,NaN,768.85,0.0,NaN,NaN
76473,28,535.75,1,535.75,NaN,535.75,535.75,535.75,NaN,0.0,NaN,NaN,535.75,0.0,NaN,NaN
76647,28,251.8,1,251.8,NaN,251.8,251.8,251.8,NaN,0.0,NaN,NaN,251.8,0.0,NaN,NaN
76928,28,6.36,1,6.36,NaN,6.36,6.36,6.36,NaN,0.0,NaN,NaN,6.36,0.0,NaN,NaN
77083,28,594.36,1,594.36,NaN,594.36,594.36,594.36,NaN,0.0,NaN,NaN,594.36,0.0,NaN,NaN
77305,28,278.58,1,278.58,NaN,278.58,278.58,278.58,NaN,0.0,NaN,NaN,278.58,0.0,NaN,NaN
77311,28,863.89,1,863.89,NaN,863.89,863.89,863.89,NaN,0.0,NaN,NaN,863.89,0.0,NaN,NaN
77408,28,135.3,1,135.3,NaN,135.3,135.3,135.3,NaN,0.0,NaN,NaN,135.3,0.0,NaN,NaN
77418,28,4161.06,1,4161.06,NaN,4161.06,4161.06,4161.06,NaN,0.0,NaN,NaN,4161.06,0.0,NaN,NaN
77590,28,112.47,1,112.47,NaN,112.47,112.47,112.47,NaN,0.0,NaN,NaN,112.47,0.0,NaN,NaN
77755,28,168.42,1,168.42,NaN,168.42,168.42,168.42,NaN,0.0,NaN,NaN,168.42,0.0,NaN,NaN
77787,28,468.38,1,468.38,NaN,468.38,468.38,468.38,NaN,0.0,NaN,NaN,468.38,0.0,NaN,NaN
78257,28,360.83,1,360.83,NaN,360.83,360.83,360.83,NaN,0.0,NaN,NaN,360.83,0.0,NaN,NaN
78490,28,16.54,1,16.54,NaN,16.54,16.54,16.54,NaN,0.0,NaN,NaN,16.54,0.0,NaN,NaN
78681,28,294.24,1,294.24,NaN,294.24,294.24,294.24,NaN,0.0,NaN,NaN,294.24,0.0,NaN,NaN
78879,28,213.6,1,213.6,NaN,213.6,213.6,213.6,NaN,0.0,NaN,NaN,213.6,0.0,NaN,NaN
79414,28,495.6,1,495.6,NaN,495.6,495.6,495.6,NaN,0.0,NaN,NaN,495.6,0.0,NaN,NaN
79433,28,1013.86,1,1013.86,NaN,1013.86,1013.86,1013.86,NaN,0.0,NaN,NaN,1013.86,0.0,NaN,NaN
79597,28,32.5,1,32.5,NaN,32.5,32.5,32.5,NaN,0.0,NaN,NaN,32.5,0.0,NaN,NaN
79771,28,433.0,1,433.0,NaN,433.0,433.0,433.0,NaN,0.0,NaN,NaN,433.0,0.0,NaN,NaN
80428,28,408.66,1,408.66,NaN,408.66,408.66,408.66,NaN,0.0,NaN,NaN,408.66,0.0,NaN,NaN
80568,28,175.95,1,175.95,NaN,175.95,175.95,175.95,NaN,0.0,NaN,NaN,175.95,0.0,NaN,NaN
80837,28,354.96,1,354.96,NaN,354.96,354.96,354.96,NaN,0.0,NaN,NaN,354.96,0.0,NaN,NaN
80860,28,153.92,1,153.92,NaN,153.92,153.92,153.92,NaN,0.0,NaN,NaN,153.92,0.0,NaN,NaN
80894,28,1072.73,1,1072.73,NaN,1072.73,1072.73,1072.73,NaN,0.0,NaN,NaN,1072.73,0.0,NaN,NaN
81064,28,546.64,1,546.64,NaN,546.64,546.64,546.64,NaN,0.0,NaN,NaN,546.64,0.0,NaN,NaN
81093,28,103.09,1,103.09,NaN,103.09,103.09,103.09,NaN,0.0,NaN,NaN,103.09,0.0,NaN,NaN
81231,28,216.9,1,216.9,NaN,216.9,216.9,216.9,NaN,0.0,NaN,NaN,216.9,0.0,NaN,NaN
81271,28,385.57,1,385.57,NaN,385.57,385.57,385.57,NaN,0.0,NaN,NaN,385.57,0.0,NaN,NaN
81665,28,69.6,1,69.6,NaN,69.6,69.6,69.6,NaN,0.0,NaN,NaN,69.6,0.0,NaN,NaN
81717,28,54.9,1,54.9,NaN,54.9,54.9,54.9,NaN,0.0,NaN,NaN,54.9,0.0,NaN,NaN
81769,28,107.76,1,107.76,NaN,107.76,107.76,107.76,NaN,0.0,NaN,NaN,107.76,0.0,NaN,NaN
81791,28,279.36,1,279.36,NaN,279.36,279.36,279.36,NaN,0.0,NaN,NaN,279.36,0.0,NaN,NaN
81958,28,247.06,1,247.06,NaN,247.06,247.06,247.06,NaN,0.0,NaN,NaN,247.06,0.0,NaN,NaN
82352,28,218.96,1,218.96,NaN,218.96,218.96,218.96,NaN,0.0,NaN,NaN,218.96,0.0,NaN,NaN
82393,28,71.09,1,71.09,NaN,71.09,71.09,71.09,NaN,0.0,NaN,NaN,71.09,0.0,NaN,NaN
83066,28,485.13,1,485.13,NaN,485.13,485.13,485.13,NaN,0.0,NaN,NaN,485.13,0.0,NaN,NaN
83253,28,50.4,1,50.4,NaN,50.4,50.4,50.4,NaN,0.0,NaN,NaN,50.4,0.0,NaN,NaN
83286,28,310.99,1,310.99,NaN,310.99,310.99,310.99,NaN,0.0,NaN,NaN,310.99,0.0,NaN,NaN
83335,28,186.96,1,186.96,NaN,186.96,186.96,186.96,NaN,0.0,NaN,NaN,186.96,0.0,NaN,NaN
83414,28,578.72,1,578.72,NaN,578.72,578.72,578.72,NaN,0.0,NaN,NaN,578.72,0.0,NaN,NaN
83521,28,108.69,1,108.69,NaN,108.69,108.69,108.69,NaN,0.0,NaN,NaN,108.69,0.0,NaN,NaN
83630,28,200.45,1,200.45,NaN,200.45,200.45,200.45,NaN,0.0,NaN,NaN,200.45,0.0,NaN,NaN
83856,28,142.6,1,142.6,NaN,142.6,142.6,142.6,NaN,0.0,NaN,NaN,142.6,0.0,NaN,NaN
84016,28,105.6,1,105.6,NaN,105.6,105.6,105.6,NaN,0.0,NaN,NaN,105.6,0.0,NaN,NaN
84536,28,11.6,1,11.6,NaN,11.6,11.6,11.6,NaN,0.0,NaN,NaN,11.6,0.0,NaN,NaN
84768,28,50.1,1,50.1,NaN,50.1,50.1,50.1,NaN,0.0,NaN,NaN,50.1,0.0,NaN,NaN
84812,28,300.65,1,300.65,NaN,300.65,300.65,300.65,NaN,0.0,NaN,NaN,300.65,0.0,NaN,NaN
85148,28,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
85294,28,12.75,1,12.75,NaN,12.75,12.75,12.75,NaN,0.0,NaN,NaN,12.75,0.0,NaN,NaN
85358,28,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
85746,28,92.55,1,92.55,NaN,92.55,92.55,92.55,NaN,0.0,NaN,NaN,92.55,0.0,NaN,NaN
85867,28,17.55,1,17.55,NaN,17.55,17.55,17.55,NaN,0.0,NaN,NaN,17.55,0.0,NaN,NaN
85910,28,18.4,1,18.4,NaN,18.4,18.4,18.4,NaN,0.0,NaN,NaN,18.4,0.0,NaN,NaN
86137,28,23.8,1,23.8,NaN,23.8,23.8,23.8,NaN,0.0,NaN,NaN,23.8,0.0,NaN,NaN
86146,28,10.5,1,10.5,NaN,10.5,10.5,10.5,NaN,0.0,NaN,NaN,10.5,0.0,NaN,NaN
86171,28,5.1,1,5.1,NaN,5.1,5.1,5.1,NaN,0.0,NaN,NaN,5.1,0.0,NaN,NaN
86234,28,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
86810,28,11.84,1,11.84,NaN,11.84,11.84,11.84,NaN,0.0,NaN,NaN,11.84,0.0,NaN,NaN
87531,28,209.5,1,209.5,NaN,209.5,209.5,209.5,NaN,0.0,NaN,NaN,209.5,0.0,NaN,NaN
87533,28,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
87545,28,14.95,1,14.95,NaN,14.95,14.95,14.95,NaN,0.0,NaN,NaN,14.95,0.0,NaN,NaN
88413,28,63.2,1,63.2,NaN,63.2,63.2,63.2,NaN,0.0,NaN,NaN,63.2,0.0,NaN,NaN
88625,28,8.1,1,8.1,NaN,8.1,8.1,8.1,NaN,0.0,NaN,NaN,8.1,0.0,NaN,NaN
88789,28,8.85,1,8.85,NaN,8.85,8.85,8.85,NaN,0.0,NaN,NaN,8.85,0.0,NaN,NaN
88873,28,338.95,1,338.95,NaN,338.95,338.95,338.95,NaN,0.0,NaN,NaN,338.95,0.0,NaN,NaN
89320,28,15.9,1,15.9,NaN,15.9,15.9,15.9,NaN,0.0,NaN,NaN,15.9,0.0,NaN,NaN
89328,28,15.9,1,15.9,NaN,15.9,15.9,15.9,NaN,0.0,NaN,NaN,15.9,0.0,NaN,NaN
89393,28,305.0,1,305.0,NaN,305.0,305.0,305.0,NaN,0.0,NaN,NaN,305.0,0.0,NaN,NaN
89593,28,11.25,1,11.25,NaN,11.25,11.25,11.25,NaN,0.0,NaN,NaN,11.25,0.0,NaN,NaN
89717,28,43.09,1,43.09,NaN,43.09,43.09,43.09,NaN,0.0,NaN,NaN,43.09,0.0,NaN,NaN
89739,28,78.16,1,78.16,NaN,78.16,78.16,78.16,NaN,0.0,NaN,NaN,78.16,0.0,NaN,NaN
90034,28,10.35,1,10.35,NaN,10.35,10.35,10.35,NaN,0.0,NaN,NaN,10.35,0.0,NaN,NaN
90042,28,16.65,1,16.65,NaN,16.65,16.65,16.65,NaN,0.0,NaN,NaN,16.65,0.0,NaN,NaN
90856,28,25.0,1,25.0,NaN,25.0,25.0,25.0,NaN,0.0,NaN,NaN,25.0,0.0,NaN,NaN
91014,28,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
50623,28,273.29,1,273.29,NaN,273.29,273.29,273.29,NaN,0.0,NaN,NaN,273.29,0.0,NaN,NaN
50781,28,129.4,1,129.4,NaN,129.4,129.4,129.4,NaN,0.0,NaN,NaN,129.4,0.0,NaN,NaN
50940,28,326.4,1,326.4,NaN,326.4,326.4,326.4,NaN,0.0,NaN,NaN,326.4,0.0,NaN,NaN
51066,28,514.39,1,514.39,NaN,514.39,514.39,514.39,NaN,0.0,NaN,NaN,514.39,0.0,NaN,NaN
51107,28,309.0,1,309.0,NaN,309.0,309.0,309.0,NaN,0.0,NaN,NaN,309.0,0.0,NaN,NaN
51123,28,203.64,1,203.64,NaN,203.64,203.64,203.64,NaN,0.0,NaN,NaN,203.64,0.0,NaN,NaN
51465,28,369.1,1,369.1,NaN,369.1,369.1,369.1,NaN,0.0,NaN,NaN,369.1,0.0,NaN,NaN
51528,28,219.1,1,219.1,NaN,219.1,219.1,219.1,NaN,0.0,NaN,NaN,219.1,0.0,NaN,NaN
51755,28,97.63,1,97.63,NaN,97.63,97.63,97.63,NaN,0.0,NaN,NaN,97.63,0.0,NaN,NaN
51798,28,365.27,1,365.27,NaN,365.27,365.27,365.27,NaN,0.0,NaN,NaN,365.27,0.0,NaN,NaN
52019,28,283.53,1,283.53,NaN,283.53,283.53,283.53,NaN,0.0,NaN,NaN,283.53,0.0,NaN,NaN
52394,28,364.98,1,364.98,NaN,364.98,364.98,364.98,NaN,0.0,NaN,NaN,364.98,0.0,NaN,NaN
52447,28,832.08,1,832.08,NaN,832.08,832.08,832.08,NaN,0.0,NaN,NaN,832.08,0.0,NaN,NaN
52646,28,431.88,1,431.88,NaN,431.88,431.88,431.88,NaN,0.0,NaN,NaN,431.88,0.0,NaN,NaN
52684,28,1209.1,1,1209.1,NaN,1209.1,1209.1,1209.1,NaN,0.0,NaN,NaN,1209.1,0.0,NaN,NaN
53091,28,12797.52,1,12797.52,NaN,12797.52,12797.52,12797.52,NaN,0.0,NaN,NaN,12797.52,0.0,NaN,NaN
53326,28,328.92,1,328.92,NaN,328.92,328.92,328.92,NaN,0.0,NaN,NaN,328.92,0.0,NaN,NaN
53447,28,282.6,1,282.6,NaN,282.6,282.6,282.6,NaN,0.0,NaN,NaN,282.6,0.0,NaN,NaN
53457,28,969.95,1,969.95,NaN,969.95,969.95,969.95,NaN,0.0,NaN,NaN,969.95,0.0,NaN,NaN
53938,28,227.44,1,227.44,NaN,227.44,227.44,227.44,NaN,0.0,NaN,NaN,227.44,0.0,NaN,NaN
54023,28,36.0,1,36.0,NaN,36.0,36.0,36.0,NaN,0.0,NaN,NaN,36.0,0.0,NaN,NaN
54190,28,317.15,1,317.15,NaN,317.15,317.15,317.15,NaN,0.0,NaN,NaN,317.15,0.0,NaN,NaN
54229,28,427.4,1,427.4,NaN,427.4,427.4,427.4,NaN,0.0,NaN,NaN,427.4,0.0,NaN,NaN
54300,28,213.03,1,213.03,NaN,213.03,213.03,213.03,NaN,0.0,NaN,NaN,213.03,0.0,NaN,NaN
54681,28,270.2,1,270.2,NaN,270.2,270.2,270.2,NaN,0.0,NaN,NaN,270.2,0.0,NaN,NaN
54689,28,458.9,1,458.9,NaN,458.9,458.9,458.9,NaN,0.0,NaN,NaN,458.9,0.0,NaN,NaN
55023,28,205.48,1,205.48,NaN,205.48,205.48,205.48,NaN,0.0,NaN,NaN,205.48,0.0,NaN,NaN
55024,28,119.15,1,119.15,NaN,119.15,119.15,119.15,NaN,0.0,NaN,NaN,119.15,0.0,NaN,NaN
55210,28,309.5,1,309.5,NaN,309.5,309.5,309.5,NaN,0.0,NaN,NaN,309.5,0.0,NaN,NaN
55266,28,367.76,1,367.76,NaN,367.76,367.76,367.76,NaN,0.0,NaN,NaN,367.76,0.0,NaN,NaN
55294,28,264.6,1,264.6,NaN,264.6,264.6,264.6,NaN,0.0,NaN,NaN,264.6,0.0,NaN,NaN
55347,28,1784.71,1,1784.71,NaN,1784.71,1784.71,1784.71,NaN,0.0,NaN,NaN,1784.71,0.0,NaN,NaN
55501,28,281.12,1,281.12,NaN,281.12,281.12,281.12,NaN,0.0,NaN,NaN,281.12,0.0,NaN,NaN
55842,28,212.52,1,212.52,NaN,212.52,212.52,212.52,NaN,0.0,NaN,NaN,212.52,0.0,NaN,NaN
55849,28,723.63,1,723.63,NaN,723.63,723.63,723.63,NaN,0.0,NaN,NaN,723.63,0.0,NaN,NaN
55937,28,485.04,1,485.04,NaN,485.04,485.04,485.04,NaN,0.0,NaN,NaN,485.04,0.0,NaN,NaN
56149,28,333.48,1,333.48,NaN,333.48,333.48,333.48,NaN,0.0,NaN,NaN,333.48,0.0,NaN,NaN
56265,28,242.95,1,242.95,NaN,242.95,242.95,242.95,NaN,0.0,NaN,NaN,242.95,0.0,NaN,NaN
56286,28,161.8,1,161.8,NaN,161.8,161.8,161.8,NaN,0.0,NaN,NaN,161.8,0.0,NaN,NaN
56437,28,306.7,1,306.7,NaN,306.7,306.7,306.7,NaN,0.0,NaN,NaN,306.7,0.0,NaN,NaN
56530,28,602.61,1,602.61,NaN,602.61,602.61,602.61,NaN,0.0,NaN,NaN,602.61,0.0,NaN,NaN
56710,28,17.0,1,17.0,NaN,17.0,17.0,17.0,NaN,0.0,NaN,NaN,17.0,0.0,NaN,NaN
56780,28,1031.37,1,1031.37,NaN,1031.37,1031.37,1031.37,NaN,0.0,NaN,NaN,1031.37,0.0,NaN,NaN
56912,28,17.7,1,17.7,NaN,17.7,17.7,17.7,NaN,0.0,NaN,NaN,17.7,0.0,NaN,NaN
57068,28,1687.17,1,1687.17,NaN,1687.17,1687.17,1687.17,NaN,0.0,NaN,NaN,1687.17,0.0,NaN,NaN
57216,28,522.6,1,522.6,NaN,522.6,522.6,522.6,NaN,0.0,NaN,NaN,522.6,0.0,NaN,NaN
57223,28,373.84,1,373.84,NaN,373.84,373.84,373.84,NaN,0.0,NaN,NaN,373.84,0.0,NaN,NaN
57458,28,449.87,1,449.87,NaN,449.87,449.87,449.87,NaN,0.0,NaN,NaN,449.87,0.0,NaN,NaN
57466,28,592.18,1,592.18,NaN,592.18,592.18,592.18,NaN,0.0,NaN,NaN,592.18,0.0,NaN,NaN
58022,28,432.3,1,432.3,NaN,432.3,432.3,432.3,NaN,0.0,NaN,NaN,432.3,0.0,NaN,NaN
58061,28,217.56,1,217.56,NaN,217.56,217.56,217.56,NaN,0.0,NaN,NaN,217.56,0.0,NaN,NaN
58299,28,223.9,1,223.9,NaN,223.9,223.9,223.9,NaN,0.0,NaN,NaN,223.9,0.0,NaN,NaN
58320,28,215.07,1,215.07,NaN,215.07,215.07,215.07,NaN,0.0,NaN,NaN,215.07,0.0,NaN,NaN
58403,28,428.05,1,428.05,NaN,428.05,428.05,428.05,NaN,0.0,NaN,NaN,428.05,0.0,NaN,NaN
58926,28,4037.77,1,4037.77,NaN,4037.77,4037.77,4037.77,NaN,0.0,NaN,NaN,4037.77,0.0,NaN,NaN
58962,28,124.15,1,124.15,NaN,124.15,124.15,124.15,NaN,0.0,NaN,NaN,124.15,0.0,NaN,NaN
58976,28,259.2,1,259.2,NaN,259.2,259.2,259.2,NaN,0.0,NaN,NaN,259.2,0.0,NaN,NaN
59099,28,178.4,1,178.4,NaN,178.4,178.4,178.4,NaN,0.0,NaN,NaN,178.4,0.0,NaN,NaN
59266,28,310.05,1,310.05,NaN,310.05,310.05,310.05,NaN,0.0,NaN,NaN,310.05,0.0,NaN,NaN
59578,28,440.5,1,440.5,NaN,440.5,440.5,440.5,NaN,0.0,NaN,NaN,440.5,0.0,NaN,NaN
59742,28,157.29,1,157.29,NaN,157.29,157.29,157.29,NaN,0.0,NaN,NaN,157.29,0.0,NaN,NaN
59824,28,444.63,1,444.63,NaN,444.63,444.63,444.63,NaN,0.0,NaN,NaN,444.63,0.0,NaN,NaN
60256,28,397.14,1,397.14,NaN,397.14,397.14,397.14,NaN,0.0,NaN,NaN,397.14,0.0,NaN,NaN
60408,28,397.2,1,397.2,NaN,397.2,397.2,397.2,NaN,0.0,NaN,NaN,397.2,0.0,NaN,NaN
60457,28,147.45,1,147.45,NaN,147.45,147.45,147.45,NaN,0.0,NaN,NaN,147.45,0.0,NaN,NaN
60539,28,187.05,1,187.05,NaN,187.05,187.05,187.05,NaN,0.0,NaN,NaN,187.05,0.0,NaN,NaN
60659,28,166.4,1,166.4,NaN,166.4,166.4,166.4,NaN,0.0,NaN,NaN,166.4,0.0,NaN,NaN
61190,28,897.6,1,897.6,NaN,897.6,897.6,897.6,NaN,0.0,NaN,NaN,897.6,0.0,NaN,NaN
61323,28,15.6,1,15.6,NaN,15.6,15.6,15.6,NaN,0.0,NaN,NaN,15.6,0.0,NaN,NaN
61625,28,38.3,1,38.3,NaN,38.3,38.3,38.3,NaN,0.0,NaN,NaN,38.3,0.0,NaN,NaN
61811,28,166.94,1,166.94,NaN,166.94,166.94,166.94,NaN,0.0,NaN,NaN,166.94,0.0,NaN,NaN
62016,28,7.8,1,7.8,NaN,7.8,7.8,7.8,NaN,0.0,NaN,NaN,7.8,0.0,NaN,NaN
62100,28,311.3,1,311.3,NaN,311.3,311.3,311.3,NaN,0.0,NaN,NaN,311.3,0.0,NaN,NaN
62416,28,467.43,1,467.43,NaN,467.43,467.43,467.43,NaN,0.0,NaN,NaN,467.43,0.0,NaN,NaN
62472,28,447.71,1,447.71,NaN,447.71,447.71,447.71,NaN,0.0,NaN,NaN,447.71,0.0,NaN,NaN
62528,28,224.47,1,224.47,NaN,224.47,224.47,224.47,NaN,0.0,NaN,NaN,224.47,0.0,NaN,NaN
62916,28,815.15,1,815.15,NaN,815.15,815.15,815.15,NaN,0.0,NaN,NaN,815.15,0.0,NaN,NaN
63243,28,342.46,1,342.46,NaN,342.46,342.46,342.46,NaN,0.0,NaN,NaN,342.46,0.0,NaN,NaN
63440,28,210.8,1,210.8,NaN,210.8,210.8,210.8,NaN,0.0,NaN,NaN,210.8,0.0,NaN,NaN
63472,28,5518.68,1,5518.68,NaN,5518.68,5518.68,5518.68,NaN,0.0,NaN,NaN,5518.68,0.0,NaN,NaN
63501,28,82.79,1,82.79,NaN,82.79,82.79,82.79,NaN,0.0,NaN,NaN,82.79,0.0,NaN,NaN
63562,28,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
63668,28,139.35,1,139.35,NaN,139.35,139.35,139.35,NaN,0.0,NaN,NaN,139.35,0.0,NaN,NaN
63833,28,109.82,1,109.82,NaN,109.82,109.82,109.82,NaN,0.0,NaN,NaN,109.82,0.0,NaN,NaN
63845,28,766.95,1,766.95,NaN,766.95,766.95,766.95,NaN,0.0,NaN,NaN,766.95,0.0,NaN,NaN
63928,28,312.75,1,312.75,NaN,312.75,312.75,312.75,NaN,0.0,NaN,NaN,312.75,0.0,NaN,NaN
64160,28,129.49,1,129.49,NaN,129.49,129.49,129.49,NaN,0.0,NaN,NaN,129.49,0.0,NaN,NaN
64183,28,318.7,1,318.7,NaN,318.7,318.7,318.7,NaN,0.0,NaN,NaN,318.7,0.0,NaN,NaN
64254,28,387.42,1,387.42,NaN,387.42,387.42,387.42,NaN,0.0,NaN,NaN,387.42,0.0,NaN,NaN
64262,28,2517.44,1,2517.44,NaN,2517.44,2517.44,2517.44,NaN,0.0,NaN,NaN,2517.44,0.0,NaN,NaN
64451,28,124.6,1,124.6,NaN,124.6,124.6,124.6,NaN,0.0,NaN,NaN,124.6,0.0,NaN,NaN
64874,28,2496.0,1,2496.0,NaN,2496.0,2496.0,2496.0,NaN,0.0,NaN,NaN,2496.0,0.0,NaN,NaN
65443,28,589.44,1,589.44,NaN,589.44,589.44,589.44,NaN,0.0,NaN,NaN,589.44,0.0,NaN,NaN
65527,28,147.4,1,147.4,NaN,147.4,147.4,147.4,NaN,0.0,NaN,NaN,147.4,0.0,NaN,NaN
65998,28,453.69,1,453.69,NaN,453.69,453.69,453.69,NaN,0.0,NaN,NaN,453.69,0.0,NaN,NaN
66033,28,361.8,1,361.8,NaN,361.8,361.8,361.8,NaN,0.0,NaN,NaN,361.8,0.0,NaN,NaN
66157,28,170.42,1,170.42,NaN,170.42,170.42,170.42,NaN,0.0,NaN,NaN,170.42,0.0,NaN,NaN
66215,28,127.1,1,127.1,NaN,127.1,127.1,127.1,NaN,0.0,NaN,NaN,127.1,0.0,NaN,NaN
66252,28,877.68,1,877.68,NaN,877.68,877.68,877.68,NaN,0.0,NaN,NaN,877.68,0.0,NaN,NaN
66352,28,71.4,1,71.4,NaN,71.4,71.4,71.4,NaN,0.0,NaN,NaN,71.4,0.0,NaN,NaN
66848,28,63.75,1,63.75,NaN,63.75,63.75,63.75,NaN,0.0,NaN,NaN,63.75,0.0,NaN,NaN
67004,28,346.76,1,346.76,NaN,346.76,346.76,346.76,NaN,0.0,NaN,NaN,346.76,0.0,NaN,NaN
67077,28,795.56,1,795.56,NaN,795.56,795.56,795.56,NaN,0.0,NaN,NaN,795.56,0.0,NaN,NaN
