txn_id,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
76940,321.5,1,321.5,NaN,321.5,321.5,321.5,NaN,0.0,NaN,NaN,321.5,0.0,NaN,NaN
77177,344.22,1,344.22,NaN,344.22,344.22,344.22,NaN,0.0,NaN,NaN,344.22,0.0,NaN,NaN
77267,423.81,1,423.81,NaN,423.81,423.81,423.81,NaN,0.0,NaN,NaN,423.81,0.0,NaN,NaN
77341,500.21,1,500.21,NaN,500.21,500.21,500.21,NaN,0.0,NaN,NaN,500.21,0.0,NaN,NaN
77679,185.95,1,185.95,NaN,185.95,185.95,185.95,NaN,0.0,NaN,NaN,185.95,0.0,NaN,NaN
77771,232.77,1,232.77,NaN,232.77,232.77,232.77,NaN,0.0,NaN,NaN,232.77,0.0,NaN,NaN
77789,396.33,1,396.33,NaN,396.33,396.33,396.33,NaN,0.0,NaN,NaN,396.33,0.0,NaN,NaN
77824,271.26,1,271.26,NaN,271.26,271.26,271.26,NaN,0.0,NaN,NaN,271.26,0.0,NaN,NaN
77859,534.19,1,534.19,NaN,534.19,534.19,534.19,NaN,0.0,NaN,NaN,534.19,0.0,NaN,NaN
77928,1212.67,1,1212.67,NaN,1212.67,1212.67,1212.67,NaN,0.0,NaN,NaN,1212.67,0.0,NaN,NaN
77995,204.87,1,204.87,NaN,204.87,204.87,204.87,NaN,0.0,NaN,NaN,204.87,0.0,NaN,NaN
78217,300.1,1,300.1,NaN,300.1,300.1,300.1,NaN,0.0,NaN,NaN,300.1,0.0,NaN,NaN
78957,143.11,1,143.11,NaN,143.11,143.11,143.11,NaN,0.0,NaN,NaN,143.11,0.0,NaN,NaN
79029,377.28,1,377.28,NaN,377.28,377.28,377.28,NaN,0.0,NaN,NaN,377.28,0.0,NaN,NaN
79056,166.7,1,166.7,NaN,166.7,166.7,166.7,NaN,0.0,NaN,NaN,166.7,0.0,NaN,NaN
79186,7059.54,1,7059.54,NaN,7059.54,7059.54,7059.54,NaN,0.0,NaN,NaN,7059.54,0.0,NaN,NaN
79237,349.83,1,349.83,NaN,349.83,349.83,349.83,NaN,0.0,NaN,NaN,349.83,0.0,NaN,NaN
79287,188.04,1,188.04,NaN,188.04,188.04,188.04,NaN,0.0,NaN,NaN,188.04,0.0,NaN,NaN
79293,87.78,1,87.78,NaN,87.78,87.78,87.78,NaN,0.0,NaN,NaN,87.78,0.0,NaN,NaN
79312,372.28,1,372.28,NaN,372.28,372.28,372.28,NaN,0.0,NaN,NaN,372.28,0.0,NaN,NaN
79563,292.58,1,292.58,NaN,292.58,292.58,292.58,NaN,0.0,NaN,NaN,292.58,0.0,NaN,NaN
79576,305.3,1,305.3,NaN,305.3,305.3,305.3,NaN,0.0,NaN,NaN,305.3,0.0,NaN,NaN
79986,284.12,1,284.12,NaN,284.12,284.12,284.12,NaN,0.0,NaN,NaN,284.12,0.0,NaN,NaN
80037,260.7,1,260.7,NaN,260.7,260.7,260.7,NaN,0.0,NaN,NaN,260.7,0.0,NaN,NaN
80055,8425.54,1,8425.54,NaN,8425.54,8425.54,8425.54,NaN,0.0,NaN,NaN,8425.54,0.0,NaN,NaN
80123,332.46,1,332.46,NaN,332.46,332.46,332.46,NaN,0.0,NaN,NaN,332.46,0.0,NaN,NaN
80214,570.98,1,570.98,NaN,570.98,570.98,570.98,NaN,0.0,NaN,NaN,570.98,0.0,NaN,NaN
80226,513.33,1,513.33,NaN,513.33,513.33,513.33,NaN,0.0,NaN,NaN,513.33,0.0,NaN,NaN
80249,215.84,1,215.84,NaN,215.84,215.84,215.84,NaN,0.0,NaN,NaN,215.84,0.0,NaN,NaN
80259,382.24,1,382.24,NaN,382.24,382.24,382.24,NaN,0.0,NaN,NaN,382.24,0.0,NaN,NaN
80680,295.14,1,295.14,NaN,295.14,295.14,295.14,NaN,0.0,NaN,NaN,295.14,0.0,NaN,NaN
81089,118.2,1,118.2,NaN,118.2,118.2,118.2,NaN,0.0,NaN,NaN,118.2,0.0,NaN,NaN
81674,280.4,1,280.4,NaN,280.4,280.4,280.4,NaN,0.0,NaN,NaN,280.4,0.0,NaN,NaN
82496,447.74,1,447.74,NaN,447.74,447.74,447.74,NaN,0.0,NaN,NaN,447.74,0.0,NaN,NaN
82818,75.35,1,75.35,NaN,75.35,75.35,75.35,NaN,0.0,NaN,NaN,75.35,0.0,NaN,NaN
82970,150.9,1,150.9,NaN,150.9,150.9,150.9,NaN,0.0,NaN,NaN,150.9,0.0,NaN,NaN
83030,322.74,1,322.74,NaN,322.74,322.74,322.74,NaN,0.0,NaN,NaN,322.74,0.0,NaN,NaN
83106,269.96,1,269.96,NaN,269.96,269.96,269.96,NaN,0.0,NaN,NaN,269.96,0.0,NaN,NaN
83176,174.37,1,174.37,NaN,174.37,174.37,174.37,NaN,0.0,NaN,NaN,174.37,0.0,NaN,NaN
83214,310.93,1,310.93,NaN,310.93,310.93,310.93,NaN,0.0,NaN,NaN,310.93,0.0,NaN,NaN
83258,204.0,1,204.0,NaN,204.0,204.0,204.0,NaN,0.0,NaN,NaN,204.0,0.0,NaN,NaN
83304,207.76,1,207.76,NaN,207.76,207.76,207.76,NaN,0.0,NaN,NaN,207.76,0.0,NaN,NaN
83336,111.45,1,111.45,NaN,111.45,111.45,111.45,NaN,0.0,NaN,NaN,111.45,0.0,NaN,NaN
83510,22.05,1,22.05,NaN,22.05,22.05,22.05,NaN,0.0,NaN,NaN,22.05,0.0,NaN,NaN
83910,194.42,1,194.42,NaN,194.42,194.42,194.42,NaN,0.0,NaN,NaN,194.42,0.0,NaN,NaN
84797,35.4,1,35.4,NaN,35.4,35.4,35.4,NaN,0.0,NaN,NaN,35.4,0.0,NaN,NaN
84904,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
84952,11.44,1,11.44,NaN,11.44,11.44,11.44,NaN,0.0,NaN,NaN,11.44,0.0,NaN,NaN
85025,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
85386,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
85501,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
85544,15.6,1,15.6,NaN,15.6,15.6,15.6,NaN,0.0,NaN,NaN,15.6,0.0,NaN,NaN
85995,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
86323,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
86465,13.34,1,13.34,NaN,13.34,13.34,13.34,NaN,0.0,NaN,NaN,13.34,0.0,NaN,NaN
86578,6.25,1,6.25,NaN,6.25,6.25,6.25,NaN,0.0,NaN,NaN,6.25,0.0,NaN,NaN
86762,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
86954,27.51,1,27.51,NaN,27.51,27.51,27.51,NaN,0.0,NaN,NaN,27.51,0.0,NaN,NaN
88077,158.65,1,158.65,NaN,158.65,158.65,158.65,NaN,0.0,NaN,NaN,158.65,0.0,NaN,NaN
88420,64.0,1,64.0,NaN,64.0,64.0,64.0,NaN,0.0,NaN,NaN,64.0,0.0,NaN,NaN
88600,16.5,1,16.5,NaN,16.5,16.5,16.5,NaN,0.0,NaN,NaN,16.5,0.0,NaN,NaN
88728,99.92,1,99.92,NaN,99.92,99.92,99.92,NaN,0.0,NaN,NaN,99.92,0.0,NaN,NaN
88800,84.72,1,84.72,NaN,84.72,84.72,84.72,NaN,0.0,NaN,NaN,84.72,0.0,NaN,NaN
88881,93.18,1,93.18,NaN,93.18,93.18,93.18,NaN,0.0,NaN,NaN,93.18,0.0,NaN,NaN
88965,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
89184,6.95,1,6.95,NaN,6.95,6.95,6.95,NaN,0.0,NaN,NaN,6.95,0.0,NaN,NaN
89222,4.15,1,4.15,NaN,4.15,4.15,4.15,NaN,0.0,NaN,NaN,4.15,0.0,NaN,NaN
89283,18.99,1,18.99,NaN,18.99,18.99,18.99,NaN,0.0,NaN,NaN,18.99,0.0,NaN,NaN
89315,20.65,1,20.65,NaN,20.65,20.65,20.65,NaN,0.0,NaN,NaN,20.65,0.0,NaN,NaN
89331,15.35,1,15.35,NaN,15.35,15.35,15.35,NaN,0.0,NaN,NaN,15.35,0.0,NaN,NaN
89623,2.5,1,2.5,NaN,2.5,2.5,2.5,NaN,0.0,NaN,NaN,2.5,0.0,NaN,NaN
89768,36.14,1,36.14,NaN,36.14,36.14,36.14,NaN,0.0,NaN,NaN,36.14,0.0,NaN,NaN
89994,15.15,1,15.15,NaN,15.15,15.15,15.15,NaN,0.0,NaN,NaN,15.15,0.0,NaN,NaN
90186,8.25,1,8.25,NaN,8.25,8.25,8.25,NaN,0.0,NaN,NaN,8.25,0.0,NaN,NaN
90227,78.3,1,78.3,NaN,78.3,78.3,78.3,NaN,0.0,NaN,NaN,78.3,0.0,NaN,NaN
90456,25.0,1,25.0,NaN,25.0,25.0,25.0,NaN,0.0,NaN,NaN,25.0,0.0,NaN,NaN
90824,34.15,1,34.15,NaN,34.15,34.15,34.15,NaN,0.0,NaN,NaN,34.15,0.0,NaN,NaN
50032,489.6,1,489.6,NaN,489.6,489.6,489.6,NaN,0.0,NaN,NaN,489.6,0.0,NaN,NaN
50879,244.2,1,244.2,NaN,244.2,244.2,244.2,NaN,0.0,NaN,NaN,244.2,0.0,NaN,NaN
50952,118.25,1,118.25,NaN,118.25,118.25,118.25,NaN,0.0,NaN,NaN,118.25,0.0,NaN,NaN
51276,63.0,1,63.0,NaN,63.0,63.0,63.0,NaN,0.0,NaN,NaN,63.0,0.0,NaN,NaN
51392,378.53,1,378.53,NaN,378.53,378.53,378.53,NaN,0.0,NaN,NaN,378.53,0.0,NaN,NaN
51522,247.56,1,247.56,NaN,247.56,247.56,247.56,NaN,0.0,NaN,NaN,247.56,0.0,NaN,NaN
51757,201.4,1,201.4,NaN,201.4,201.4,201.4,NaN,0.0,NaN,NaN,201.4,0.0,NaN,NaN
51780,365.55,1,365.55,NaN,365.55,365.55,365.55,NaN,0.0,NaN,NaN,365.55,0.0,NaN,NaN
52083,1827.91,1,1827.91,NaN,1827.91,1827.91,1827.91,NaN,0.0,NaN,NaN,1827.91,0.0,NaN,NaN
52189,332.18,1,332.18,NaN,332.18,332.18,332.18,NaN,0.0,NaN,NaN,332.18,0.0,NaN,NaN
52380,663.8,1,663.8,NaN,663.8,663.8,663.8,NaN,0.0,NaN,NaN,663.8,0.0,NaN,NaN
52475,728.04,1,728.04,NaN,728.04,728.04,728.04,NaN,0.0,NaN,NaN,728.04,0.0,NaN,NaN
52672,323.87,1,323.87,NaN,323.87,323.87,323.87,NaN,0.0,NaN,NaN,323.87,0.0,NaN,NaN
52806,108.45,1,108.45,NaN,108.45,108.45,108.45,NaN,0.0,NaN,NaN,108.45,0.0,NaN,NaN
53069,969.87,1,969.87,NaN,969.87,969.87,969.87,NaN,0.0,NaN,NaN,969.87,0.0,NaN,NaN
53189,102.95,1,102.95,NaN,102.95,102.95,102.95,NaN,0.0,NaN,NaN,102.95,0.0,NaN,NaN
53503,394.57,1,394.57,NaN,394.57,394.57,394.57,NaN,0.0,NaN,NaN,394.57,0.0,NaN,NaN
54437,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
54586,314.63,1,314.63,NaN,314.63,314.63,314.63,NaN,0.0,NaN,NaN,314.63,0.0,NaN,NaN
54609,165.0,1,165.0,NaN,165.0,165.0,165.0,NaN,0.0,NaN,NaN,165.0,0.0,NaN,NaN
54688,458.9,1,458.9,NaN,458.9,458.9,458.9,NaN,0.0,NaN,NaN,458.9,0.0,NaN,NaN
54746,456.05,1,456.05,NaN,456.05,456.05,456.05,NaN,0.0,NaN,NaN,456.05,0.0,NaN,NaN
54794,381.32,1,381.32,NaN,381.32,381.32,381.32,NaN,0.0,NaN,NaN,381.32,0.0,NaN,NaN
54815,303.33,1,303.33,NaN,303.33,303.33,303.33,NaN,0.0,NaN,NaN,303.33,0.0,NaN,NaN
55164,2.42,1,2.42,NaN,2.42,2.42,2.42,NaN,0.0,NaN,NaN,2.42,0.0,NaN,NaN
55185,121.25,1,121.25,NaN,121.25,121.25,121.25,NaN,0.0,NaN,NaN,121.25,0.0,NaN,NaN
55307,91.2,1,91.2,NaN,91.2,91.2,91.2,NaN,0.0,NaN,NaN,91.2,0.0,NaN,NaN
55476,133.0,1,133.0,NaN,133.0,133.0,133.0,NaN,0.0,NaN,NaN,133.0,0.0,NaN,NaN
55487,152.7,1,152.7,NaN,152.7,152.7,152.7,NaN,0.0,NaN,NaN,152.7,0.0,NaN,NaN
55715,525.34,1,525.34,NaN,525.34,525.34,525.34,NaN,0.0,NaN,NaN,525.34,0.0,NaN,NaN
56031,310.92,1,310.92,NaN,310.92,310.92,310.92,NaN,0.0,NaN,NaN,310.92,0.0,NaN,NaN
56277,521.1,1,521.1,NaN,521.1,521.1,521.1,NaN,0.0,NaN,NaN,521.1,0.0,NaN,NaN
56738,580.79,1,580.79,NaN,580.79,580.79,580.79,NaN,0.0,NaN,NaN,580.79,0.0,NaN,NaN
56776,74.7,1,74.7,NaN,74.7,74.7,74.7,NaN,0.0,NaN,NaN,74.7,0.0,NaN,NaN
56804,278.13,1,278.13,NaN,278.13,278.13,278.13,NaN,0.0,NaN,NaN,278.13,0.0,NaN,NaN
56931,764.58,1,764.58,NaN,764.58,764.58,764.58,NaN,0.0,NaN,NaN,764.58,0.0,NaN,NaN
57082,67.5,1,67.5,NaN,67.5,67.5,67.5,NaN,0.0,NaN,NaN,67.5,0.0,NaN,NaN
57107,1588.16,1,1588.16,NaN,1588.16,1588.16,1588.16,NaN,0.0,NaN,NaN,1588.16,0.0,NaN,NaN
57218,175.72,1,175.72,NaN,175.72,175.72,175.72,NaN,0.0,NaN,NaN,175.72,0.0,NaN,NaN
57238,4400.28,1,4400.28,NaN,4400.28,4400.28,4400.28,NaN,0.0,NaN,NaN,4400.28,0.0,NaN,NaN
57487,381.78,1,381.78,NaN,381.78,381.78,381.78,NaN,0.0,NaN,NaN,381.78,0.0,NaN,NaN
57884,1085.99,1,1085.99,NaN,1085.99,1085.99,1085.99,NaN,0.0,NaN,NaN,1085.99,0.0,NaN,NaN
58112,409.57,1,409.57,NaN,409.57,409.57,409.57,NaN,0.0,NaN,NaN,409.57,0.0,NaN,NaN
58282,192.34,1,192.34,NaN,192.34,192.34,192.34,NaN,0.0,NaN,NaN,192.34,0.0,NaN,NaN
58751,35.28,1,35.28,NaN,35.28,35.28,35.28,NaN,0.0,NaN,NaN,35.28,0.0,NaN,NaN
58859,201.01,1,201.01,NaN,201.01,201.01,201.01,NaN,0.0,NaN,NaN,201.01,0.0,NaN,NaN
58976,259.2,1,259.2,NaN,259.2,259.2,259.2,NaN,0.0,NaN,NaN,259.2,0.0,NaN,NaN
59023,561.29,1,561.29,NaN,561.29,561.29,561.29,NaN,0.0,NaN,NaN,561.29,0.0,NaN,NaN
59036,304.13,1,304.13,NaN,304.13,304.13,304.13,NaN,0.0,NaN,NaN,304.13,0.0,NaN,NaN
59356,292.8,1,292.8,NaN,292.8,292.8,292.8,NaN,0.0,NaN,NaN,292.8,0.0,NaN,NaN
59945,277.56,1,277.56,NaN,277.56,277.56,277.56,NaN,0.0,NaN,NaN,277.56,0.0,NaN,NaN
60012,314.45,1,314.45,NaN,314.45,314.45,314.45,NaN,0.0,NaN,NaN,314.45,0.0,NaN,NaN
60170,217.07,1,217.07,NaN,217.07,217.07,217.07,NaN,0.0,NaN,NaN,217.07,0.0,NaN,NaN
60467,232.68,1,232.68,NaN,232.68,232.68,232.68,NaN,0.0,NaN,NaN,232.68,0.0,NaN,NaN
60514,153.84,1,153.84,NaN,153.84,153.84,153.84,NaN,0.0,NaN,NaN,153.84,0.0,NaN,NaN
60788,436.3,1,436.3,NaN,436.3,436.3,436.3,NaN,0.0,NaN,NaN,436.3,0.0,NaN,NaN
60992,133.6,1,133.6,NaN,133.6,133.6,133.6,NaN,0.0,NaN,NaN,133.6,0.0,NaN,NaN
61116,306.72,1,306.72,NaN,306.72,306.72,306.72,NaN,0.0,NaN,NaN,306.72,0.0,NaN,NaN
61246,211.15,1,211.15,NaN,211.15,211.15,211.15,NaN,0.0,NaN,NaN,211.15,0.0,NaN,NaN
61982,70.35,1,70.35,NaN,70.35,70.35,70.35,NaN,0.0,NaN,NaN,70.35,0.0,NaN,NaN
62215,298.99,1,298.99,NaN,298.99,298.99,298.99,NaN,0.0,NaN,NaN,298.99,0.0,NaN,NaN
62241,104.16,1,104.16,NaN,104.16,104.16,104.16,NaN,0.0,NaN,NaN,104.16,0.0,NaN,NaN
62257,327.0,1,327.0,NaN,327.0,327.0,327.0,NaN,0.0,NaN,NaN,327.0,0.0,NaN,NaN
62264,124.7,1,124.7,NaN,124.7,124.7,124.7,NaN,0.0,NaN,NaN,124.7,0.0,NaN,NaN
62330,202.24,1,202.24,NaN,202.24,202.24,202.24,NaN,0.0,NaN,NaN,202.24,0.0,NaN,NaN
62385,925.16,1,925.16,NaN,925.16,925.16,925.16,NaN,0.0,NaN,NaN,925.16,0.0,NaN,NaN
62453,131.0,1,131.0,NaN,131.0,131.0,131.0,NaN,0.0,NaN,NaN,131.0,0.0,NaN,NaN
62651,367.2,1,367.2,NaN,367.2,367.2,367.2,NaN,0.0,NaN,NaN,367.2,0.0,NaN,NaN
62839,1118.4,1,1118.4,NaN,1118.4,1118.4,1118.4,NaN,0.0,NaN,NaN,1118.4,0.0,NaN,NaN
62953,182.6,1,182.6,NaN,182.6,182.6,182.6,NaN,0.0,NaN,NaN,182.6,0.0,NaN,NaN
63110,1742.8,1,1742.8,NaN,1742.8,1742.8,1742.8,NaN,0.0,NaN,NaN,1742.8,0.0,NaN,NaN
63813,192.23,1,192.23,NaN,192.23,192.23,192.23,NaN,0.0,NaN,NaN,192.23,0.0,NaN,NaN
64178,450.4,1,450.4,NaN,450.4,450.4,450.4,NaN,0.0,NaN,NaN,450.4,0.0,NaN,NaN
64232,25.5,1,25.5,NaN,25.5,25.5,25.5,NaN,0.0,NaN,NaN,25.5,0.0,NaN,NaN
64931,123.13,1,123.13,NaN,123.13,123.13,123.13,NaN,0.0,NaN,NaN,123.13,0.0,NaN,NaN
65378,134.1,1,134.1,NaN,134.1,134.1,134.1,NaN,0.0,NaN,NaN,134.1,0.0,NaN,NaN
65878,69.6,1,69.6,NaN,69.6,69.6,69.6,NaN,0.0,NaN,NaN,69.6,0.0,NaN,NaN
66058,174.05,1,174.05,NaN,174.05,174.05,174.05,NaN,0.0,NaN,NaN,174.05,0.0,NaN,NaN
66210,1948.92,1,1948.92,NaN,1948.92,1948.92,1948.92,NaN,0.0,NaN,NaN,1948.92,0.0,NaN,NaN
66657,308.18,1,308.18,NaN,308.18,308.18,308.18,NaN,0.0,NaN,NaN,308.18,0.0,NaN,NaN
66883,626.88,1,626.88,NaN,626.88,626.88,626.88,NaN,0.0,NaN,NaN,626.88,0.0,NaN,NaN
67295,791.7,1,791.7,NaN,791.7,791.7,791.7,NaN,0.0,NaN,NaN,791.7,0.0,NaN,NaN
67896,301.26,1,301.26,NaN,301.26,301.26,301.26,NaN,0.0,NaN,NaN,301.26,0.0,NaN,NaN
67944,352.46,1,352.46,NaN,352.46,352.46,352.46,NaN,0.0,NaN,NaN,352.46,0.0,NaN,NaN
67976,430.0,1,430.0,NaN,430.0,430.0,430.0,NaN,0.0,NaN,NaN,430.0,0.0,NaN,NaN
68056,354.24,1,354.24,NaN,354.24,354.24,354.24,NaN,0.0,NaN,NaN,354.24,0.0,NaN,NaN
68259,214.82,1,214.82,NaN,214.82,214.82,214.82,NaN,0.0,NaN,NaN,214.82,0.0,NaN,NaN
68414,83.99,1,83.99,NaN,83.99,83.99,83.99,NaN,0.0,NaN,NaN,83.99,0.0,NaN,NaN
68417,30.42,1,30.42,NaN,30.42,30.42,30.42,NaN,0.0,NaN,NaN,30.42,0.0,NaN,NaN
68729,309.14,1,309.14,NaN,309.14,309.14,309.14,NaN,0.0,NaN,NaN,309.14,0.0,NaN,NaN
68769,498.48,1,498.48,NaN,498.48,498.48,498.48,NaN,0.0,NaN,NaN,498.48,0.0,NaN,NaN
68893,122.47,1,122.47,NaN,122.47,122.47,122.47,NaN,0.0,NaN,NaN,122.47,0.0,NaN,NaN
69123,29.7,1,29.7,NaN,29.7,29.7,29.7,NaN,0.0,NaN,NaN,29.7,0.0,NaN,NaN
69303,263.19,1,263.19,NaN,263.19,263.19,263.19,NaN,0.0,NaN,NaN,263.19,0.0,NaN,NaN
69347,714.33,1,714.33,NaN,714.33,714.33,714.33,NaN,0.0,NaN,NaN,714.33,0.0,NaN,NaN
69372,242.84,1,242.84,NaN,242.84,242.84,242.84,NaN,0.0,NaN,NaN,242.84,0.0,NaN,NaN
69571,363.33,1,363.33,NaN,363.33,363.33,363.33,NaN,0.0,NaN,NaN,363.33,0.0,NaN,NaN
70071,67.2,1,67.2,NaN,67.2,67.2,67.2,NaN,0.0,NaN,NaN,67.2,0.0,NaN,NaN
70220,88.5,1,88.5,NaN,88.5,88.5,88.5,NaN,0.0,NaN,NaN,88.5,0.0,NaN,NaN
70270,135.95,1,135.95,NaN,135.95,135.95,135.95,NaN,0.0,NaN,NaN,135.95,0.0,NaN,NaN
70615,130.03,1,130.03,NaN,130.03,130.03,130.03,NaN,0.0,NaN,NaN,130.03,0.0,NaN,NaN
70862,110.85,1,110.85,NaN,110.85,110.85,110.85,NaN,0.0,NaN,NaN,110.85,0.0,NaN,NaN
70950,264.73,1,264.73,NaN,264.73,264.73,264.73,NaN,0.0,NaN,NaN,264.73,0.0,NaN,NaN
71342,122.2,1,122.2,NaN,122.2,122.2,122.2,NaN,0.0,NaN,NaN,122.2,0.0,NaN,NaN
71420,124.5,1,124.5,NaN,124.5,124.5,124.5,NaN,0.0,NaN,NaN,124.5,0.0,NaN,NaN
71628,549.7,1,549.7,NaN,549.7,549.7,549.7,NaN,0.0,NaN,NaN,549.7,0.0,NaN,NaN
71629,549.7,1,549.7,NaN,549.7,549.7,549.7,NaN,0.0,NaN,NaN,549.7,0.0,NaN,NaN
71650,430.32,1,430.32,NaN,430.32,430.32,430.32,NaN,0.0,NaN,NaN,430.32,0.0,NaN,NaN
71816,126.74,1,126.74,NaN,126.74,126.74,126.74,NaN,0.0,NaN,NaN,126.74,0.0,NaN,NaN
71831,14.99,1,14.99,NaN,14.99,14.99,14.99,NaN,0.0,NaN,NaN,14.99,0.0,NaN,NaN
71933,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
71942,584.4,1,584.4,NaN,584.4,584.4,584.4,NaN,0.0,NaN,NaN,584.4,0.0,NaN,NaN
72166,299.34,1,299.34,NaN,299.34,299.34,299.34,NaN,0.0,NaN,NaN,299.34,0.0,NaN,NaN
72179,289.92,1,289.92,NaN,289.92,289.92,289.92,NaN,0.0,NaN,NaN,289.92,0.0,NaN,NaN
72471,821.6,1,821.6,NaN,821.6,821.6,821.6,NaN,0.0,NaN,NaN,821.6,0.0,NaN,NaN
72488,309.33,1,309.33,NaN,309.33,309.33,309.33,NaN,0.0,NaN,NaN,309.33,0.0,NaN,NaN
72725,419.58,1,419.58,NaN,419.58,419.58,419.58,NaN,0.0,NaN,NaN,419.58,0.0,NaN,NaN
72961,22104.8,1,22104.8,NaN,22104.8,22104.8,22104.8,NaN,0.0,NaN,NaN,22104.8,0.0,NaN,NaN
72969,5639.52,1,5639.52,NaN,5639.52,5639.52,5639.52,NaN,0.0,NaN,NaN,5639.52,0.0,NaN,NaN
73449,835.57,1,835.57,NaN,835.57,835.57,835.57,NaN,0.0,NaN,NaN,835.57,0.0,NaN,NaN
74359,173.04,1,173.04,NaN,173.04,173.04,173.04,NaN,0.0,NaN,NaN,173.04,0.0,NaN,NaN
74406,376.97,1,376.97,NaN,376.97,376.97,376.97,NaN,0.0,NaN,NaN,376.97,0.0,NaN,NaN
74683,33.0,1,33.0,NaN,33.0,33.0,33.0,NaN,0.0,NaN,NaN,33.0,0.0,NaN,NaN
75185,99.0,1,99.0,NaN,99.0,99.0,99.0,NaN,0.0,NaN,NaN,99.0,0.0,NaN,NaN
75262,69.65,1,69.65,NaN,69.65,69.65,69.65,NaN,0.0,NaN,NaN,69.65,0.0,NaN,NaN
75300,281.11,1,281.11,NaN,281.11,281.11,281.11,NaN,0.0,NaN,NaN,281.11,0.0,NaN,NaN
75610,382.35,1,382.35,NaN,382.35,382.35,382.35,NaN,0.0,NaN,NaN,382.35,0.0,NaN,NaN
75633,25.5,1,25.5,NaN,25.5,25.5,25.5,NaN,0.0,NaN,NaN,25.5,0.0,NaN,NaN
75823,422.98,1,422.98,NaN,422.98,422.98,422.98,NaN,0.0,NaN,NaN,422.98,0.0,NaN,NaN
75830,474.05,1,474.05,NaN,474.05,474.05,474.05,NaN,0.0,NaN,NaN,474.05,0.0,NaN,NaN
76622,331.95,1,331.95,NaN,331.95,331.95,331.95,NaN,0.0,NaN,NaN,331.95,0.0,NaN,NaN
76678,526.3,1,526.3,NaN,526.3,526.3,526.3,NaN,0.0,NaN,NaN,526.3,0.0,NaN,NaN
77017,38.16,1,38.16,NaN,38.16,38.16,38.16,NaN,0.0,NaN,NaN,38.16,0.0,NaN,NaN
77155,303.85,1,303.85,NaN,303.85,303.85,303.85,NaN,0.0,NaN,NaN,303.85,0.0,NaN,NaN
77454,377.76,1,377.76,NaN,377.76,377.76,377.76,NaN,0.0,NaN,NaN,377.76,0.0,NaN,NaN
77603,120.38,1,120.38,NaN,120.38,120.38,120.38,NaN,0.0,NaN,NaN,120.38,0.0,NaN,NaN
77694,141.05,1,141.05,NaN,141.05,141.05,141.05,NaN,0.0,NaN,NaN,141.05,0.0,NaN,NaN
77804,269.03,1,269.03,NaN,269.03,269.03,269.03,NaN,0.0,NaN,NaN,269.03,0.0,NaN,NaN
77865,321.32,1,321.32,NaN,321.32,321.32,321.32,NaN,0.0,NaN,NaN,321.32,0.0,NaN,NaN
77904,242.38,1,242.38,NaN,242.38,242.38,242.38,NaN,0.0,NaN,NaN,242.38,0.0,NaN,NaN
77971,113.92,1,113.92,NaN,113.92,113.92,113.92,NaN,0.0,NaN,NaN,113.92,0.0,NaN,NaN
77991,192.53,1,192.53,NaN,192.53,192.53,192.53,NaN,0.0,NaN,NaN,192.53,0.0,NaN,NaN
78045,299.1,1,299.1,NaN,299.1,299.1,299.1,NaN,0.0,NaN,NaN,299.1,0.0,NaN,NaN
78134,113.01,1,113.01,NaN,113.01,113.01,113.01,NaN,0.0,NaN,NaN,113.01,0.0,NaN,NaN
78358,309.01,1,309.01,NaN,309.01,309.01,309.01,NaN,0.0,NaN,NaN,309.01,0.0,NaN,NaN
78460,198.47,1,198.47,NaN,198.47,198.47,198.47,NaN,0.0,NaN,NaN,198.47,0.0,NaN,NaN
