counterparty_country,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
MEX,31,403.05235294117637,17,423.52,8.519509515096958,15.84,2503.74,15.84,3.0239837425035305,562.4403272874105,579.7502193782401,579.7502193782401,6851.8899999999985,316339.12175916944,336110.31686911755,336110.31686911755
PRT,20,267.72326086956525,46,325.76,5.428615354022863,91.27,1407.86,4.95,2.0003720825551947,266.1646033783242,269.10573800442864,269.10573800442864,12315.27,70843.59609154063,72417.8982269082,72417.8982269082
NOR,15,547.8400000000001,48,1141.24,36.8191695627125,11.9,10267.88,2.9,6.015933417924944,1470.1850070016696,1485.7429535635795,1485.7429535635795,26296.320000000007,2161443.954812499,2207432.124063829,2207432.124063829
CHN,30,263.24111111111114,18,632.52,-1.134059638870359,15.95,632.52,7.5,0.2794254120025306,202.65243477685544,208.5276350394916,208.5276350394916,4738.34,41068.00932098765,43483.7745751634,43483.7745751634
FRA,2,347.86370967741954,62,79.6,1.4999471731785041,15.95,1380.11,1.25,1.4951878699949097,348.0181106625652,350.8591219700853,350.8591219700853,21567.55000000001,121116.60534914148,123102.1234696192,123102.1234696192
CHN,10,307.61750000000006,36,393.42,3.892229755495352,18.37,1283.96,8.3,1.875457796117625,264.0134656222313,267.7585245314997,267.7585245314997,11074.230000000001,69703.11002986111,71694.62745928571,71694.62745928571
JPN,25,392.9564814814816,54,175.53,42.088499958747036,5.75,6549.12,1.65,6.402915756077032,876.4567561856921,884.6865776425972,884.6865776425972,21219.650000000005,768176.4454635457,782670.3406609711,782670.3406609711
AUS,8,313.6075555555556,45,523.86,5.1522270579150184,14.45,1692.0,1.45,2.173583159572498,355.5959538462193,359.61411476340965,359.61411476340965,14112.340000000004,126448.4823918025,129322.31153707075,129322.31153707075
DNK,6,276.92833333333334,48,313.49,2.058413678033041,68.26,1319.78,1.95,1.5649373174521992,297.0710183492418,300.2147145552013,300.2147145552013,13292.560000000001,88251.18994305555,90128.87483546099,90128.87483546099
DNK,13,308.7492857142857,42,16.21,1.441861775211505,2.55,1397.32,1.25,1.361923963420718,331.0437584252978,335.056556553847,335.056556553847,12967.47,109589.96999234693,112262.89608972124,112262.89608972124
NOR,7,271.8223809523811,42,750.64,-0.7987435219329759,80.0,780.2,8.3,0.6159834458353562,234.47171611142318,237.31390128985765,237.31390128985765,11416.540000000005,54976.98565623582,56317.88774541231,56317.88774541231
AUS,11,499.2708108108108,37,434.95,20.37813282117064,262.8,5424.0,2.55,4.353124333523612,909.8360022653869,922.386057216037,922.386057216037,18473.02,827801.5510182612,850796.0385465462,850796.0385465462
IND,24,324.2103174603175,63,4.95,2.1057834519457383,7.6,1520.11,3.4,1.505350860380022,325.66538690574816,328.2812151679649,328.2812151679649,20425.250000000004,106057.94422847065,107768.55623215566,107768.55623215566
DEU,22,229.19555555555556,63,201.75,8.19722517896705,4.85,1622.41,1.64,2.5267098676453843,283.83366506581166,286.1134901645182,286.1134901645182,14439.32,80561.54942469134,81860.92925412186,81860.92925412186
BRA,27,511.62061538461546,65,379.75,34.06392416379366,3.18,7059.54,0.83,5.447857468018519,937.7065351555718,945.0039723360244,945.0039723360244,33255.340000000004,879293.5460734676,893032.5077308655,893032.5077308655
USA,5,510.4770454545455,44,308.68,5.621438756822046,476.0,2944.7,12.75,2.325931957631119,593.1921321069113,600.0500724477549,600.0500724477549,22460.99,351876.9055935434,360060.089444556,360060.089444556
JPN,27,537.3574603174603,63,517.65,39.28986070952094,3.75,8132.31,2.08,5.956914229282715,1058.1179676993265,1066.617043732446,1066.617043732446,33853.52,1119613.6335681533,1137671.9179805429,1137671.9179805429
FRA,25,254.8233928571429,56,910.14,1.9798758127557017,9.2,1026.72,1.95,1.367603662855518,233.58171472647416,235.6956194854772,235.6956194854772,14270.110000000002,54560.41745455996,55552.42504464287,55552.42504464287
CHN,27,331.06702702702694,37,213.26,1.933222524943801,30.81,1256.95,10.5,1.2995584479554745,273.4600546536211,277.23209566339165,277.23209566339165,12249.479999999998,74780.40149116145,76857.63486591593,76857.63486591593
TUR,28,317.9538,50,385.8,6.863268441214261,12.45,1714.96,2.08,2.110921072523474,302.81985938765644,305.89425150138385,305.89425150138385,15897.69,91699.86723956002,93571.29310159186,93571.29310159186
AUS,3,345.4555555555556,54,164.8,0.6533589946473248,14.85,1208.31,4.15,1.3105388443232742,327.9503783414817,331.0297921761365,331.0297921761365,18654.600000000002,107551.45065432099,109580.72330817611,109580.72330817611
IND,2,317.9053521126761,71,70.42,8.324156551777463,27.5,2251.94,2.95,2.7042976151456415,404.71053796555503,407.5910763667463,407.5910763667463,22571.280000000002,163790.61954036896,166130.4855338028,166130.4855338028
JPN,24,776.4271874999998,64,225.7,47.41313791224922,8.67,22998.4,2.95,6.826874611149129,2954.8527243425497,2978.2116074026962,2978.2116074026962,49691.33999999999,8731154.622554587,8869744.378468152,8869744.378468152
ZAF,24,523.9311864406778,59,842.12,9.74000577431163,7.5,3895.86,4.95,3.1941924177079484,800.2874884141022,807.157034913676,807.157034913676,30911.93999999999,640460.0641121517,651502.479010637,651502.479010637
TUR,7,322.57339622641507,53,282.6,7.680138950802689,5.85,1955.68,0.65,2.531542113106398,367.02929074385514,370.5416127879224,370.5416127879224,17096.39,134710.50026393737,137301.0868074746,137301.0868074746
JPN,17,410.6395652173913,46,426.56,1.9403470721253129,19.15,1809.7,1.25,1.4045729350001421,391.1650059921701,395.48740246804056,395.48740246804056,18889.42,153010.06191285446,156410.2855109179,156410.2855109179
ZAF,16,340.545625,32,106.2,15.436769459253107,8.59,3337.44,2.1,3.9059451826473803,614.0541055097339,623.8795950777966,623.8795950777966,10897.46,377062.44449335936,389225.74915443547,389225.74915443547
JPN,23,401.83972602739743,73,333.72,16.316507534881143,22.88,3962.85,1.65,3.6709715705579216,601.2329326372568,605.3937638245885,605.3937638245885,29334.300000000014,361481.0392875962,366501.6092777017,366501.6092777017
AUT,18,714.181739130435,46,406.6,36.60383781974746,68.26,16726.84,2.25,6.088007377104095,2451.8218222492937,2478.9145985498526,2478.9145985498526,32852.36000000001,6011430.248057848,6145017.586903578,6145017.586903578
GBR,14,883.6231111111111,45,357.0,32.016422725722165,425.14,16488.0,4.25,5.601945441302822,2478.2644258771297,2506.2683026108593,2506.2683026108593,39763.04,6141794.564568099,6281380.804671919,6281380.804671919
JPN,14,422.446052631579,38,454.6,9.20777957383175,105.42,2251.2,3.78,2.59957254044039,398.2010464017779,403.5462660607389,403.5462660607389,16052.95,158564.07335547087,162849.58885156468,162849.58885156468
DEU,29,285.6853125000001,32,180.4,2.0605294986153586,19.2,1255.22,1.25,1.6677036467830253,327.1485584656493,332.38326778453364,332.38326778453364,9141.930000000004,107026.17930615233,110478.636703125,110478.636703125
AUT,13,502.5345652173912,46,395.16,16.01586308897074,664.86,5355.68,6.37,4.052550161002886,973.0497279747668,983.8019850801201,983.8019850801201,23116.589999999997,946825.7731117677,967866.3458475848,967866.3458475848
CHE,15,409.4974074074073,81,323.87,66.24030893385635,64.7,11956.1,1.45,8.029492287452701,1334.5156556471534,1342.8304753791313,1342.8304753791313,33169.28999999999,1780932.0351673516,1803193.6856069434,1803193.6856069434
BRA,2,285.5650704225353,71,192.6,7.528407690211825,19.56,1897.16,2.95,2.3743953567076375,335.06525263954705,337.4500888041423,337.4500888041423,20275.120000000006,112268.72352640348,113872.56243392352,113872.56243392352
FRA,14,582.5321428571428,56,170.7,43.0403354388314,1100.44,10303.95,5.1,6.455333206002739,1364.4066260030854,1376.7544489621755,1376.7544489621755,32621.8,1861605.4410811232,1895452.8127371436,1895452.8127371436
DEU,19,222.24499999999998,46,408.0,9.275133060753067,19.9,1268.74,1.7,2.6036238551353956,222.4431856115174,224.9011959826902,224.9011959826902,10223.269999999999,49480.97082499999,50580.54795444443,50580.54795444443
GBR,30,1815.393157894737,19,80.64,11.335791720703709,182.88,22104.8,5.9,3.537681004212201,4998.912470468007,5135.894338761537,5135.894338761537,34492.47,2.4989125887400556E7,2.6377410658922806E7,2.6377410658922806E7
RUS,18,248.712894736842,38,35.4,-0.975840836311991,5.88,672.8,3.3,0.3631410259693053,193.08077604583687,195.6725802844584,195.6725802844584,9451.089999999997,37280.18607846261,38287.75867517782,38287.75867517782
DNK,15,639.8873913043478,69,127.55,54.02723865645378,11.44,15719.56,1.45,7.254073317786981,1905.098637232335,1919.055590393245,1919.055590393245,44152.23,3629400.8175844997,3682774.3590195663,3682774.3590195663
DNK,17,282.24875000000003,48,39.75,30.93386803237248,40.46,3678.03,2.1,5.398994064492304,535.4479092919349,541.114182529505,541.114182529505,13547.94,286704.4635651042,292804.55853457446,292804.55853457446
CHE,16,311.3497777777777,45,336.24,0.39351588892761047,17.4,902.07,6.25,0.9202901384413091,230.88548979467814,233.49444819649543,233.49444819649543,14010.739999999998,53308.10939772842,54519.65733858589,54519.65733858589
DEU,14,380.3505769230769,52,139.86,24.05524290448127,36.0,3671.44,0.65,4.450539253076059,538.4790368157816,543.7326152403691,543.7326152403691,19778.23,289959.6730900518,295645.15687613125,295645.15687613125
PRT,3,295.51499999999993,62,135.12,4.299399416128803,28.68,1541.16,2.88,1.7977785643780748,292.335371805861,294.7218226009284,294.7218226009284,18321.929999999997,85459.96960887098,86860.95271721313,86860.95271721313
AUT,3,612.6746874999999,64,81.75,57.45444309018117,108.25,21880.44,3.35,7.662414258682594,2696.639956435351,2717.9576000792345,2717.9576000792345,39211.17999999999,7271867.054643651,7387293.515828471,7387293.515828471
DEU,20,417.0704000000002,50,288.5,18.517462593907105,19.8,3380.86,4.95,3.8479223162283356,520.256115815893,525.5380392102741,525.5380392102741,20853.520000000008,270666.42604383995,276190.23065697955,276190.23065697955
JPN,15,561.990701754386,57,2002.4,33.773703586422535,65.4,8520.92,1.65,5.548266835321982,1178.3413250313768,1188.8156761320722,1188.8156761320722,32033.470000000005,1388488.2782767008,1413282.711817356,1413282.711817356
TUR,3,371.87325581395356,43,397.5,16.04231564266728,19.63,2661.24,5.95,3.5929919394269394,430.3377922792957,435.43072449243215,435.43072449243215,15990.550000000003,185190.61546381822,189599.91583200436,189599.91583200436
IND,11,297.8743478260869,46,273.76,7.439198219070155,52.5,1635.66,1.9,2.2257667600699524,289.837595482383,293.04031807284116,293.04031807284116,13702.219999999998,84005.83175500947,85872.6280162319,85872.6280162319
ESP,17,246.75551020408165,49,328.01,4.053515878697032,24.0,1128.94,5.95,1.7258185395481835,214.5121440933245,216.7351272392682,216.7351272392682,12091.02,46015.45996351521,46974.115379421775,46974.115379421775
ESP,14,372.5212962962963,54,842.12,2.595226765404308,11.85,1726.6,2.1,1.7008483435544697,385.4112387896293,389.0302030572186,389.0302030572186,20116.15,148541.82298535667,151344.49889074077,151344.49889074077
GRC,15,718.2239285714285,56,255.0,18.537692889696974,20.2,9341.26,2.88,4.1791309007256245,1513.6941201868156,1527.3929887308916,1527.3929887308916,40220.53999999999,2291269.889488138,2332929.342024286,2332929.342024286
MEX,14,1831.1203999999996,75,57.6,0.9055629802973382,9500.0,9500.0,1.25,1.654151633986825,3178.702491285583,3200.1081371253354,3200.1081371253354,137334.02999999997,1.0104149528105173E7,1.0240692089295784E7,1.0240692089295784E7
JPN,26,538.4060377358493,53,354.48,23.72942435265626,10.95,6930.0,0.95,4.588382595442753,1048.6324588366554,1058.6674478530138,1058.6674478530138,28535.52000000001,1099630.0337258098,1120776.7651436138,1120776.7651436138
AUT,19,261.0107894736842,38,74.4,0.014582486192106892,29.25,766.36,5.0,0.8498119612142498,215.15558027404478,218.04370386841524,218.04370386841524,9918.41,46291.92372306092,47543.05679665716,47543.05679665716
DNK,21,351.61523809523817,42,303.9,21.743340513843304,6.42,3120.22,1.95,4.310781386140389,488.2334991493413,494.15169703653567,494.15169703653567,14767.840000000004,238371.94969160983,244185.89968408813,244185.89968408813
ITA,16,312.8613157894736,38,532.01,-0.3686745784557175,10.95,864.19,10.95,0.6243162028398264,210.45909514016273,213.28417584478572,213.28417584478572,11888.729999999998,44293.03072721607,45490.13966578948,45490.13966578948
JPN,9,426.4229824561403,57,510.95,5.138076316348707,65.2,2227.86,2.95,1.9491350137734202,422.35649103058233,426.110844784232,426.110844784232,24306.109999999997,178385.00551566636,181570.45204273183,181570.45204273183
GBR,10,803.8383333333336,24,351.56,7.026442471435443,13.58,6207.08,13.58,2.946915371521719,1512.834621518125,1545.3724218302923,1545.3724218302923,19292.120000000006,2288668.5920638884,2388175.922153623,2388175.922153623
ITA,31,341.78181818181815,22,787.4,4.163664722433479,8.5,1682.59,8.5,2.1720563492879,394.76830277836694,404.05823975118057,404.05823975118057,7519.2,155842.01287851238,163263.0611108225,163263.0611108225
NOR,14,391.211186440678,59,202.8,19.351000858331,177.6,4358.0,2.55,4.3974295283591465,764.6022121318363,771.1654416286827,771.1654416286827,23081.46,584616.5427968976,594696.1383623614,594696.1383623614
CHE,18,367.95050000000003,40,333.82,11.602840689022367,19.35,2375.42,4.95,3.0294269106709297,413.4151100646298,418.6817569096776,418.6817569096776,14718.020000000002,170912.05322975,175294.41356897436,175294.41356897436
NOR,3,344.48999999999995,33,191.06,10.660181037164355,3.77,2176.45,2.95,3.012569907036696,401.9702500449655,408.20271861080244,408.20271861080244,11368.169999999998,161580.08192121208,166629.45948124997,166629.45948124997
JPN,22,490.9395652173913,69,135.0,47.49574797909282,24.41,8801.51,2.28,6.632419684359359,1082.4487513610054,1090.3788848599086,1090.3788848599086,33874.83,1171695.2993229995,1188926.1125483378,1188926.1125483378
AUS,1,403.56758620689664,58,1071.9,8.154254127055196,4.41,2640.0,4.41,2.6073099415905543,468.1967565889159,472.2858888699199,472.2858888699199,23406.920000000006,219208.20288038056,223053.96082565037,223053.96082565037
CHN,11,383.6453846153846,39,1084.59,4.612082837091877,16.15,1965.74,9.2,1.9848841500322718,399.0881973137122,404.305257922032,404.305257922032,14962.17,159271.3892351085,163462.74158340084,163462.74158340084
CAN,16,304.7597727272727,44,204.0,13.681565523591917,83.16,1794.05,0.95,3.0680558953221357,287.5144174447339,290.83839396978505,290.83839396978505,13409.429999999998,82664.5402385847,84586.97140692388,84586.97140692388
ESP,7,306.9227906976745,43,201.75,26.039703528605813,6.25,3304.03,3.9,4.893881203685234,504.5338820453458,510.504905057008,510.504905057008,13197.680000000004,254554.43813174695,260615.25808726472,260615.25808726472
FRA,4,576.1675,36,310.74,11.98615200611956,29.85,4913.52,2.42,3.3295849210137285,915.5212682564295,928.5080341936427,928.5080341936427,20742.03,838179.1926298612,862127.1695621429,862127.1695621429
NOR,11,353.68956521739136,46,33.0,27.447824359402315,57.3,4279.71,2.9,5.033675742053288,642.8840851261652,649.987992329966,649.987992329966,16269.720000000003,413299.9469085065,422484.39017314,422484.39017314
ITA,8,336.22627906976743,43,380.46,4.783560930181619,238.0,1579.51,2.95,1.8712371446342801,305.3883250385902,309.00251385957904,309.00251385957904,14457.73,93262.02906987561,95482.55357153932,95482.55357153932
CAN,21,350.4993181818182,44,331.26,4.898370938673967,19.65,1910.4,6.3,2.0940000076856338,386.9823180444821,391.4562506987879,391.4562506987879,15421.97,149755.3144790807,153237.99621115232,153237.99621115232
FIN,27,460.8441999999999,50,511.56,16.71366745350087,209.5,4008.62,5.95,3.7467586238247526,640.455314347816,646.9575654604324,646.9575654604324,23042.209999999995,410183.0096763599,418554.09150648967,418554.09150648967
NOR,30,884.0074074074074,27,225.65,4.640387829043571,9.9,5490.24,2.95,2.379648912844716,1325.5039364083457,1350.7538992770856,1350.7538992770856,23868.2,1756960.6854340197,1824536.0964122512,1824536.0964122512
FRA,28,472.2417777777778,45,253.24,14.746270068696592,3.18,4463.08,1.45,3.6541891862367524,766.2785433807529,774.9373328337557,774.9373328337557,21250.88,587182.8060457284,600527.869819495,600527.869819495
ITA,14,223.06833333333333,36,487.75,0.7683744611104095,81.36,750.24,7.88,1.1944946732741126,197.20772351479772,200.00513591262745,200.00513591262745,8030.46,38890.8862138889,40002.05439142858,40002.05439142858
CHE,3,314.9143636363636,55,346.1,8.374457383653278,16.45,1867.86,3.3,2.5122848337061483,326.59440659221696,329.6045569217286,329.6045569217286,17320.289999999997,106663.90641732233,108639.16394356904,108639.16394356904
PRT,31,373.6805263157894,19,426.56,1.1571062069512452,12.5,1285.62,12.5,1.3592582538727245,346.9923606845073,356.5007611878064,356.5007611878064,7099.9299999999985,120403.6983734072,127092.79272748537,127092.79272748537
AUT,14,340.33736111111114,72,193.78,37.1099256773829,3.75,4414.88,2.5,5.592836505352007,557.1340473600213,561.0438079402976,561.0438079402976,24504.29,310398.34672775853,314770.1544281495,314770.1544281495
CHE,19,1341.7321428571427,42,19.8,16.26113046269858,76.5,21880.44,10.25,4.172480283341443,4124.8521783941,4174.852212168296,4174.852212168296,56352.74999999999,1.7014405493602548E7,1.7429390993446514E7,1.7429390993446514E7
JPN,8,508.1248000000001,50,950.09,15.307239108018965,11.7,4287.63,3.75,3.542277769718394,694.537828876844,701.5891551277117,701.5891551277117,25406.240000000005,482382.7957409601,492227.3425928164,492227.3425928164
NOR,2,306.47406779661026,59,322.8,36.10720988019536,66.0,3930.94,1.65,5.633584779609308,523.1993499423171,527.6904138599824,527.6904138599824,18081.970000000005,273737.5597800632,278457.1728797195,278457.1728797195
NOR,12,358.456,45,87.5,7.915707823269143,119.6,1909.36,0.39,2.3550279924992807,336.5408389839189,340.3436810343334,340.3436810343334,16130.52,113259.73630400003,115833.82122000004,115833.82122000004
BRA,5,393.24019230769227,52,449.98,5.678746351927771,9.95,2251.51,9.95,2.1841485085185486,435.950394119165,440.2036694152253,440.2036694152253,20448.489999999998,190052.74613265533,193779.27056662895,193779.27056662895
JPN,20,338.1245652173913,46,330.0,4.2567918272255865,64.0,2044.1,6.95,1.9671041419417938,424.8481308641053,429.5427278640832,429.5427278640832,15553.73,180495.93429872397,184506.95506091783,184506.95506091783
AUT,17,317.48499999999996,42,341.9,15.597974418606277,4.64,2489.11,1.65,3.5824646936174624,413.4278228320715,418.4392521417259,418.4392521417259,13334.369999999999,170922.5646916667,175091.40773292686,175091.40773292686
DNK,9,455.15690476190474,42,722.36,9.750588959528793,435.0,2990.0,4.25,3.0323177081557606,571.1648139318046,578.08827658019,578.08827658019,19116.59,326229.2446737529,334186.05551945424,334186.05551945424
NOR,20,805.3571739130435,46,363.53,36.08945765772445,35.0,18841.48,4.25,6.027928306013948,2770.631726795284,2801.247371416814,2801.247371416814,37046.43,7676400.165524619,7846986.83586961,7846986.83586961
NOR,9,424.8856097560975,41,310.74,34.42604113812648,8322.12,8322.12,4.15,5.9694072331033645,1261.8145552842018,1277.489871280882,1277.489871280882,17420.309999999998,1592175.9719270677,1631980.3712252444,1631980.3712252444
AUS,2,237.9127118644068,59,17.4,3.000606813595354,59.4,1181.52,2.1,1.856635285961425,266.9521471041079,269.24362387244616,269.24362387244616,14036.85,71263.44884349326,72492.12899596727,72492.12899596727
GBR,13,470.4406976744187,43,202.45,18.45579982547166,35.4,5725.0,10.82,4.238961209219097,973.1194661413542,984.6360737116347,984.6360737116347,20228.950000000004,946961.4953832343,969508.1976542638,969508.1976542638
FIN,31,245.29578947368427,19,148.0,-0.8194634556064484,31.68,718.89,2.55,0.5413154218371806,225.7961665870999,231.98350852103903,231.98350852103903,4660.620000000001,50983.90884542936,53816.34822573099,53816.34822573099
AUS,16,400.2429032258065,31,301.24,11.813224739164918,12.54,2945.5,6.75,3.388273030512199,559.3047199479792,568.5500523975794,568.5500523975794,12407.530000000002,312821.7697560874,323249.16208129027,323249.16208129027
PRT,6,595.3495161290324,62,127.08,15.688031183033466,8.5,6323.38,8.5,3.9419328751719265,1069.7285960639094,1078.4612192932273,1078.4612192932273,36911.670000000006,1144319.269236863,1163078.6015194345,1163078.6015194345
PRT,10,243.48652173913038,46,37.2,3.773820862115498,4.15,1062.88,3.0,1.7387083932978378,223.91579150107722,226.39007425451803,226.39007425451803,11200.379999999997,50138.28168355388,51252.46572096619,51252.46572096619
RUS,12,234.71893617021274,47,46.8,2.193425125277832,16.85,884.4,6.6,1.3958094427535264,197.00438695011758,199.13422600405727,199.13422600405727,11031.789999999999,38810.728477591656,39654.43996623495,39654.43996623495
DEU,15,351.5105555555555,54,92.82,27.91962306728979,8.3,4311.48,0.79,5.01327598645454,622.882292406949,628.7310807459037,628.7310807459037,18981.57,387982.3501941359,395302.771895912,395302.771895912
TUR,14,378.4293749999999,48,217.55,28.892396330447635,57.8,4936.65,1.25,5.14709623804754,729.8076075823176,737.5306544812908,737.5306544812908,18164.609999999993,532619.144085026,543951.466299601,543951.466299601
RUS,20,280.7689130434782,46,15.9,1.59123890272895,14.9,1319.78,6.36,1.494637283285972,310.7143380441428,314.147749875955,314.147749875955,12915.369999999997,96543.39986620983,98688.80875212561,98688.80875212561
ZAF,30,423.03625000000005,24,231.84,10.136871880444374,8.5,3108.64,0.84,3.1065052763944734,640.017087941229,653.7824710886009,653.7824710886009,10152.87,409621.8728567708,427431.51950271736,427431.51950271736
CAN,13,372.27264150943427,53,295.5,4.521397217742353,4.15,1976.58,4.15,2.105403176674267,406.33821013029325,410.226702653315,410.226702653315,19730.450000000015,165110.74101189035,168285.9475698113,168285.9475698113
NOR,28,324.6920930232558,43,76.32,13.793850336656988,7.5,2430.08,5.9,3.391804305301141,411.0557647030622,415.9204992976315,415.9204992976315,13961.759999999998,168966.84169561922,172989.86173599111,172989.86173599111
CHE,27,390.9482758620689,58,307.25,39.33143079409083,13.44,4873.81,5.95,6.013299361771024,637.1440109018226,642.7086930700817,642.7086930700817,22674.999999999996,405952.49062806193,413074.4641478525,413074.4641478525
SWE,6,280.5796226415094,53,402.32,1.4141689351622269,7.95,1209.8,0.95,1.0772250672424926,255.13466461934104,257.57620029332514,257.57620029332514,14870.719999999998,65093.69709042363,66345.49895754716,66345.49895754716
CHN,13,274.21325,40,114.0,4.407631618839351,27.15,1115.52,13.9,1.8809114740746165,240.10341960692165,243.16218520733787,243.16218520733787,10968.53,57649.65210693749,59127.84831480768,59127.84831480768
FRA,23,604.5976086956522,46,326.0,2.040229526619716,16.5,2328.84,3.75,1.7567919746197538,629.4802516610337,636.4360457114457,636.4360457114457,27811.49,396245.38723123824,405050.8402808213,405050.8402808213
PRT,12,281.80381818181814,55,353.19,11.313027653940491,99.6,1835.96,4.95,2.9604021773521128,303.9371825378689,306.7385061113909,306.7385061113909,15499.209999999997,92377.81092905784,94088.51113144781,94088.51113144781
DNK,5,312.9563265306123,49,254.4,10.956485714282106,2.71,2068.09,1.65,2.814160782726666,347.3985393369472,350.9986203539712,350.9986203539712,15334.86,120685.74513344443,123200.0314903912,123200.0314903912
RUS,6,268.14816326530604,49,224.07,0.46755427658645266,17.31,1030.7,4.95,1.0806197366694454,256.58397974926913,259.2429521114756,259.2429521114756,13139.259999999995,65835.33866397337,67206.90821947281,67206.90821947281
CHN,29,301.66096774193534,31,11.8,3.3750538930478813,14.9,1388.27,8.67,1.8551901406204034,317.92902231173514,323.1844035052315,323.1844035052315,9351.489999999996,101078.86322809577,104448.1586690323,104448.1586690323
MEX,11,290.3343243243243,37,159.26,6.227795398864682,15.9,1378.48,2.1,2.063759937116482,257.9022097674269,261.45964967573593,261.45964967573593,10742.369999999999,66513.54980292184,68361.14840855855,68361.14840855855
ESP,26,295.4143333333334,30,475.86,6.975151829807192,84.0,1570.19,2.95,2.431283465019136,314.23097478005286,319.60283355831774,319.60283355831774,8862.430000000002,98741.10551122222,102145.97121850574,102145.97121850574
SWE,28,646.8166037735849,53,223.68,33.47224121406289,4.15,11816.64,3.95,5.647600601834797,1689.9736710519612,1706.146036387434,1706.146036387434,34281.28,2856011.0088488427,2910934.297480551,2910934.297480551
DEU,13,393.95767441860465,43,257.95,5.655081011861409,11.1,1991.26,8.5,1.9925398786853652,374.5839159364862,379.0170159946786,379.0170159946786,16940.18,140313.11007831257,143653.89841351047,143653.89841351047
NLD,25,547.7484444444444,45,507.88,14.119080017607303,8.32,4666.44,8.32,3.492696264143146,794.582233685533,803.560848999783,803.560848999783,24648.68,631360.926088691,645710.0380452522,645710.0380452522
CHE,4,367.0646666666665,60,301.24,20.760905660378683,15.0,4117.4,4.0,4.481670257533075,663.3879214418129,668.9862310013401,668.9862310013401,22023.87999999999,440083.5343148888,447542.57726937847,447542.57726937847
GRC,12,375.09866666666676,60,89.5,22.16650189335797,4.25,4008.62,4.25,4.347983632134632,592.7584288827579,597.7606984020648,597.7606984020648,22505.920000000006,351362.55501155555,357317.8525541243,357317.8525541243
TUR,30,866.5445454545456,22,168.6,16.896791803982065,259.2,12797.52,57.6,4.337335840015092,2608.502296304297,2669.8872194492324,2669.8872194492324,19063.980000000003,6804284.229824791,7128297.764578353,7128297.764578353
SWE,24,472.27708333333334,48,311.81,38.99942803696667,183.0,7837.5,4.35,6.255214491971609,1099.221151867233,1110.8534456663306,1110.8534456663306,22669.3,1208287.1407123266,1233995.3777487592,1233995.3777487592
DEU,4,509.63511627906973,43,346.14,20.391001594586797,987.14,7298.76,0.79,4.544189602353428,1235.6398656554748,1250.2633316594743,1250.2633316594743,21914.309999999998,1526805.8775970798,1563158.3984922485,1563158.3984922485
NOR,23,364.3469230769231,39,221.5,5.243566419169243,26.25,1696.4,1.95,2.1636793477414358,363.42764283299624,368.1785326166601,368.1785326166601,14209.53,132079.6515751479,135555.43187975706,135555.43187975706
CHE,6,371.7676595744681,47,441.15,7.199552387214778,12.75,2064.8,3.25,2.318669784104183,374.2149200046637,378.2606042837385,378.2606042837385,17473.08,140036.8063540969,143081.08475309898,143081.08475309898
MEX,5,343.3723214285715,56,1024.68,18.20334704013273,33.35,3155.95,2.1,3.8886709681036535,486.8494910977221,491.25545865111053,491.25545865111053,19228.850000000006,237022.42698211098,241331.92565451298,241331.92565451298
NLD,4,1170.9710638297872,47,247.8,27.84669871104418,72.0,22206.0,4.41,5.111514104217613,3415.0855591146383,3452.006475998532,3452.006475998532,55035.64,1.166280937607334E7,1.1916348710335804E7,1.1916348710335804E7
ESP,2,243.79222222222222,54,192.68,2.9145533734964673,14.5,1051.99,1.65,1.4760154910181136,214.19972016154443,216.21102926562423,216.21102926562423,13164.78,45881.520117283944,46747.20917610062,46747.20917610062
NLD,14,357.11490566037736,53,1209.1,9.905478155619715,78.0,2390.4,2.0,2.731423851090822,406.4344517906296,410.3238653074622,410.3238653074622,18927.09,165188.96360234966,168365.67444085638,168365.67444085638
FIN,29,346.6454054054053,37,783.11,4.236943363722088,16.65,1621.25,12.48,1.9359822246488223,331.2702419361015,335.83970250862404,335.83970250862404,12825.879999999997,109739.97319240322,112788.30578108109,112788.30578108109
FIN,23,333.2494915254237,59,165.89,11.50116727181925,2.55,2388.2,2.55,2.9767047723447324,390.6917861835169,394.0454252582796,394.0454252582796,19661.719999999998,152640.0717912669,155271.7971669784,155271.7971669784
IND,7,289.2505357142857,56,610.64,10.109215701427093,19.15,2123.92,0.55,2.6333803329948466,357.6008745466078,360.8371475203418,360.8371475203418,16198.029999999999,127878.38547649873,130203.4470306169,130203.4470306169
BRA,14,430.31464285714304,56,1314.0,2.714376318802417,30.0,2064.8,1.79,1.5541154985678567,429.5963231003043,433.4841518754092,433.4841518754092,24097.62000000001,184553.00082130102,187908.50992714285,187908.50992714285
