counterparty_acct_id,acct_stat_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
6269,11,204.0,1,204.0,NaN,204.0,204.0,204.0,NaN,0.0,NaN,NaN,204.0,0.0,NaN,NaN
6133,23,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
3373,30,189.8,1,189.8,NaN,189.8,189.8,189.8,NaN,0.0,NaN,NaN,189.8,0.0,NaN,NaN
6136,24,413.1,1,413.1,NaN,413.1,413.1,413.1,NaN,0.0,NaN,NaN,413.1,0.0,NaN,NaN
3419,5,350.68,1,350.68,NaN,350.68,350.68,350.68,NaN,0.0,NaN,NaN,350.68,0.0,NaN,NaN
2399,10,364.92,1,364.92,NaN,364.92,364.92,364.92,NaN,0.0,NaN,NaN,364.92,0.0,NaN,NaN
6173,10,139.0,1,139.0,NaN,139.0,139.0,139.0,NaN,0.0,NaN,NaN,139.0,0.0,NaN,NaN
5475,2,713.88,1,713.88,NaN,713.88,713.88,713.88,NaN,0.0,NaN,NaN,713.88,0.0,NaN,NaN
4963,4,106.77,1,106.77,NaN,106.77,106.77,106.77,NaN,0.0,NaN,NaN,106.77,0.0,NaN,NaN
6243,28,217.52499999999998,2,237.95,-1.9999999999999993,197.1,237.95,197.1,0.0,20.424999999999997,28.885312011470464,28.885312011470464,435.04999999999995,417.1806249999999,834.3612499999998,834.3612499999998
5926,7,402.0,1,402.0,NaN,402.0,402.0,402.0,NaN,0.0,NaN,NaN,402.0,0.0,NaN,NaN
5843,8,525.4825,4,1485.78,-0.9701628377937936,11.44,1485.78,11.44,0.8348809608564739,585.5223588546811,676.1029830025896,676.1029830025896,2101.93,342836.43271875,457115.24362499994,457115.24362499994
5905,12,223.505,2,152.4,-2.0,294.61,294.61,152.4,0.0,71.105,100.55765535253893,100.55765535253893,447.01,5055.921025000001,10111.842050000001,10111.842050000001
4309,21,216.60000000000002,3,346.8,-1.5000000000000007,171.6,346.8,131.4,0.6103747439484142,93.5166295372112,114.5340124155266,114.5340124155266,649.8000000000001,8745.360000000002,13118.040000000003,13118.040000000003
5787,3,328.77,1,328.77,NaN,328.77,328.77,328.77,NaN,0.0,NaN,NaN,328.77,0.0,NaN,NaN
6212,14,1208.9333333333334,3,403.8,-1.5000000000000004,2856.14,2856.14,366.86,0.7065734822355075,1164.8486290596827,1426.64238438837,1426.64238438837,3626.8,1356872.3286222222,2035308.4929333332,2035308.4929333332
5922,28,556.5,1,556.5,NaN,556.5,556.5,556.5,NaN,0.0,NaN,NaN,556.5,0.0,NaN,NaN
5240,30,413.68,1,413.68,NaN,413.68,413.68,413.68,NaN,0.0,NaN,NaN,413.68,0.0,NaN,NaN
3279,8,23.85,1,23.85,NaN,23.85,23.85,23.85,NaN,0.0,NaN,NaN,23.85,0.0,NaN,NaN
6066,18,201.19,1,201.19,NaN,201.19,201.19,201.19,NaN,0.0,NaN,NaN,201.19,0.0,NaN,NaN
6178,20,58.19,1,58.19,NaN,58.19,58.19,58.19,NaN,0.0,NaN,NaN,58.19,0.0,NaN,NaN
5767,4,594.7,1,594.7,NaN,594.7,594.7,594.7,NaN,0.0,NaN,NaN,594.7,0.0,NaN,NaN
5130,13,288.99,1,288.99,NaN,288.99,288.99,288.99,NaN,0.0,NaN,NaN,288.99,0.0,NaN,NaN
5923,29,157.02,1,157.02,NaN,157.02,157.02,157.02,NaN,0.0,NaN,NaN,157.02,0.0,NaN,NaN
3918,29,228.82,2,263.24,-1.9999999999999993,194.4,263.24,194.4,0.0,34.42,48.67723081688194,48.67723081688194,457.64,1184.7364000000002,2369.4728000000005,2369.4728000000005
3341,16,192.2,1,192.2,NaN,192.2,192.2,192.2,NaN,0.0,NaN,NaN,192.2,0.0,NaN,NaN
4524,30,741.85,1,741.85,NaN,741.85,741.85,741.85,NaN,0.0,NaN,NaN,741.85,0.0,NaN,NaN
4270,3,101.45,1,101.45,NaN,101.45,101.45,101.45,NaN,0.0,NaN,NaN,101.45,0.0,NaN,NaN
5798,9,150.59,4,181.5,-1.1712638475951307,14.5,283.21,14.5,-0.04869471760223968,97.23288306946368,112.27486242847652,112.27486242847652,602.36,9454.233549999997,12605.644733333329,12605.644733333329
4829,3,338.31333333333333,3,411.02,-1.4999999999999996,301.5,411.02,301.5,0.7069369683127871,51.41274895933454,62.96750061208823,62.96750061208823,1014.94,2643.270755555555,3964.906133333332,3964.906133333332
5398,18,105.45,1,105.45,NaN,105.45,105.45,105.45,NaN,0.0,NaN,NaN,105.45,0.0,NaN,NaN
6208,26,16726.84,1,16726.84,NaN,16726.84,16726.84,16726.84,NaN,0.0,NaN,NaN,16726.84,0.0,NaN,NaN
1974,16,3547.34,1,3547.34,NaN,3547.34,3547.34,3547.34,NaN,0.0,NaN,NaN,3547.34,0.0,NaN,NaN
5538,20,235.91,1,235.91,NaN,235.91,235.91,235.91,NaN,0.0,NaN,NaN,235.91,0.0,NaN,NaN
5855,20,318.24,1,318.24,NaN,318.24,318.24,318.24,NaN,0.0,NaN,NaN,318.24,0.0,NaN,NaN
3405,10,369.9,1,369.9,NaN,369.9,369.9,369.9,NaN,0.0,NaN,NaN,369.9,0.0,NaN,NaN
5896,29,946.2,1,946.2,NaN,946.2,946.2,946.2,NaN,0.0,NaN,NaN,946.2,0.0,NaN,NaN
5851,13,301.77,2,149.2,-1.9999999999999996,454.34,454.34,149.2,0.0,152.57,215.7665632112631,215.7665632112631,603.54,23277.6049,46555.2098,46555.2098
6198,2,121.25,1,121.25,NaN,121.25,121.25,121.25,NaN,0.0,NaN,NaN,121.25,0.0,NaN,NaN
5996,20,116.41,1,116.41,NaN,116.41,116.41,116.41,NaN,0.0,NaN,NaN,116.41,0.0,NaN,NaN
6285,28,287.04,1,287.04,NaN,287.04,287.04,287.04,NaN,0.0,NaN,NaN,287.04,0.0,NaN,NaN
3068,14,300.85,1,300.85,NaN,300.85,300.85,300.85,NaN,0.0,NaN,NaN,300.85,0.0,NaN,NaN
2395,1,147.3,1,147.3,NaN,147.3,147.3,147.3,NaN,0.0,NaN,NaN,147.3,0.0,NaN,NaN
4579,4,162.23,1,162.23,NaN,162.23,162.23,162.23,NaN,0.0,NaN,NaN,162.23,0.0,NaN,NaN
6467,10,925.88,1,925.88,NaN,925.88,925.88,925.88,NaN,0.0,NaN,NaN,925.88,0.0,NaN,NaN
1267,28,633.05,1,633.05,NaN,633.05,633.05,633.05,NaN,0.0,NaN,NaN,633.05,0.0,NaN,NaN
6273,22,481.4,1,481.4,NaN,481.4,481.4,481.4,NaN,0.0,NaN,NaN,481.4,0.0,NaN,NaN
4189,27,112.96,1,112.96,NaN,112.96,112.96,112.96,NaN,0.0,NaN,NaN,112.96,0.0,NaN,NaN
1226,10,667.11,1,667.11,NaN,667.11,667.11,667.11,NaN,0.0,NaN,NaN,667.11,0.0,NaN,NaN
5939,17,122.16666666666667,3,314.6,-1.500000000000001,35.4,314.6,16.5,0.6969217059981572,136.2895039571606,166.9198709960361,166.9198709960361,366.5,18574.828888888893,27862.24333333334,27862.24333333334
3182,19,314.55,1,314.55,NaN,314.55,314.55,314.55,NaN,0.0,NaN,NaN,314.55,0.0,NaN,NaN
6090,17,314.47,1,314.47,NaN,314.47,314.47,314.47,NaN,0.0,NaN,NaN,314.47,0.0,NaN,NaN
5993,8,327.66,2,595.7,-1.9999999999999962,59.62,595.7,59.62,3.8689337159038534E-16,268.04,379.06580325848444,379.06580325848444,655.32,71845.4416,143690.8832,143690.8832
5602,11,170.02,1,170.02,NaN,170.02,170.02,170.02,NaN,0.0,NaN,NaN,170.02,0.0,NaN,NaN
4094,24,39.12,1,39.12,NaN,39.12,39.12,39.12,NaN,0.0,NaN,NaN,39.12,0.0,NaN,NaN
5963,22,437.19,1,437.19,NaN,437.19,437.19,437.19,NaN,0.0,NaN,NaN,437.19,0.0,NaN,NaN
2544,16,147.02,1,147.02,NaN,147.02,147.02,147.02,NaN,0.0,NaN,NaN,147.02,0.0,NaN,NaN
1941,25,87.9,1,87.9,NaN,87.9,87.9,87.9,NaN,0.0,NaN,NaN,87.9,0.0,NaN,NaN
4310,13,163.69,1,163.69,NaN,163.69,163.69,163.69,NaN,0.0,NaN,NaN,163.69,0.0,NaN,NaN
5680,14,646.27,1,646.27,NaN,646.27,646.27,646.27,NaN,0.0,NaN,NaN,646.27,0.0,NaN,NaN
4181,18,143.4,1,143.4,NaN,143.4,143.4,143.4,NaN,0.0,NaN,NaN,143.4,0.0,NaN,NaN
6158,31,489.31,1,489.31,NaN,489.31,489.31,489.31,NaN,0.0,NaN,NaN,489.31,0.0,NaN,NaN
2350,25,683.17,1,683.17,NaN,683.17,683.17,683.17,NaN,0.0,NaN,NaN,683.17,0.0,NaN,NaN
2302,7,821.165,2,69.6,-2.000000000000001,1572.73,1572.73,69.6,0.0,751.565,1062.8734160049353,1062.8734160049353,1642.33,564849.9492250001,1129699.8984500002,1129699.8984500002
5031,21,13.37,1,13.37,NaN,13.37,13.37,13.37,NaN,0.0,NaN,NaN,13.37,0.0,NaN,NaN
5977,14,799.365,2,789.66,-2.000000000000001,809.07,809.07,789.66,0.0,9.705000000000041,13.724942622830946,13.724942622830946,1598.73,94.1870250000008,188.3740500000016,188.3740500000016
4381,28,329.3,1,329.3,NaN,329.3,329.3,329.3,NaN,0.0,NaN,NaN,329.3,0.0,NaN,NaN
5934,5,125.79666666666667,3,167.4,-1.4999999999999998,54.75,167.4,54.75,-0.676460455895464,50.48226113090506,61.82789041632694,61.82789041632694,377.39,2548.458688888888,3822.688033333332,3822.688033333332
2809,13,1983.72,2,36.5,-2.0000000000000004,3930.94,3930.94,36.5,5.166721033467858E-16,1947.22,2753.784932924138,2753.784932924138,3967.44,3791665.7284,7583331.4568,7583331.4568
2703,26,372.24,1,372.24,NaN,372.24,372.24,372.24,NaN,0.0,NaN,NaN,372.24,0.0,NaN,NaN
5715,9,213.6,1,213.6,NaN,213.6,213.6,213.6,NaN,0.0,NaN,NaN,213.6,0.0,NaN,NaN
6004,13,273.02,1,273.02,NaN,273.02,273.02,273.02,NaN,0.0,NaN,NaN,273.02,0.0,NaN,NaN
3443,1,111.5,1,111.5,NaN,111.5,111.5,111.5,NaN,0.0,NaN,NaN,111.5,0.0,NaN,NaN
5964,24,567.095,2,654.15,-1.999999999999996,480.04,654.15,480.04,7.05811897656301E-16,87.05499999999998,123.11436167238976,123.11436167238976,1134.19,7578.573024999996,15157.146049999992,15157.146049999992
1679,9,280.17,1,280.17,NaN,280.17,280.17,280.17,NaN,0.0,NaN,NaN,280.17,0.0,NaN,NaN
6856,28,284.55,1,284.55,NaN,284.55,284.55,284.55,NaN,0.0,NaN,NaN,284.55,0.0,NaN,NaN
6179,21,154.02,1,154.02,NaN,154.02,154.02,154.02,NaN,0.0,NaN,NaN,154.02,0.0,NaN,NaN
1111,3,309.45,1,309.45,NaN,309.45,309.45,309.45,NaN,0.0,NaN,NaN,309.45,0.0,NaN,NaN
6197,23,161.05,1,161.05,NaN,161.05,161.05,161.05,NaN,0.0,NaN,NaN,161.05,0.0,NaN,NaN
6810,16,429.14000000000004,2,691.2,-1.9999999999999993,167.08,691.2,167.08,0.0,262.06,370.6088061554933,370.6088061554933,858.2800000000001,68675.4436,137350.8872,137350.8872
2022,10,412.975,2,413.99,-1.9999999999999996,411.96,413.99,411.96,0.0,1.0150000000000148,1.4354267658087123,1.4354267658087123,825.95,1.03022500000003,2.06045000000006,2.06045000000006
5834,8,277.55,1,277.55,NaN,277.55,277.55,277.55,NaN,0.0,NaN,NaN,277.55,0.0,NaN,NaN
2449,24,990.15,1,990.15,NaN,990.15,990.15,990.15,NaN,0.0,NaN,NaN,990.15,0.0,NaN,NaN
6280,20,765.15,1,765.15,NaN,765.15,765.15,765.15,NaN,0.0,NaN,NaN,765.15,0.0,NaN,NaN
2958,31,573.2,1,573.2,NaN,573.2,573.2,573.2,NaN,0.0,NaN,NaN,573.2,0.0,NaN,NaN
4757,26,292.47,1,292.47,NaN,292.47,292.47,292.47,NaN,0.0,NaN,NaN,292.47,0.0,NaN,NaN
2685,16,70.8,1,70.8,NaN,70.8,70.8,70.8,NaN,0.0,NaN,NaN,70.8,0.0,NaN,NaN
2032,25,850.4,1,850.4,NaN,850.4,850.4,850.4,NaN,0.0,NaN,NaN,850.4,0.0,NaN,NaN
1458,27,552.27,1,552.27,NaN,552.27,552.27,552.27,NaN,0.0,NaN,NaN,552.27,0.0,NaN,NaN
1146,5,519.28,1,519.28,NaN,519.28,519.28,519.28,NaN,0.0,NaN,NaN,519.28,0.0,NaN,NaN
6154,26,162.835,2,281.42,-2.000000000000003,44.25,281.42,44.25,-5.584841553198546E-16,118.58500000000001,167.70451529401348,167.70451529401348,325.67,14062.402225000002,28124.804450000003,28124.804450000003
5304,14,764.74,1,764.74,NaN,764.74,764.74,764.74,NaN,0.0,NaN,NaN,764.74,0.0,NaN,NaN
3716,9,50.4,1,50.4,NaN,50.4,50.4,50.4,NaN,0.0,NaN,NaN,50.4,0.0,NaN,NaN
5879,3,647.435,2,1097.24,-2.000000000000001,197.63,1097.24,197.63,0.0,449.805,636.12033142323,636.12033142323,1294.87,202324.53802500002,404649.07605000003,404649.07605000003
6114,23,176.7,1,176.7,NaN,176.7,176.7,176.7,NaN,0.0,NaN,NaN,176.7,0.0,NaN,NaN
1531,21,306.17,1,306.17,NaN,306.17,306.17,306.17,NaN,0.0,NaN,NaN,306.17,0.0,NaN,NaN
3701,27,643.55,1,643.55,NaN,643.55,643.55,643.55,NaN,0.0,NaN,NaN,643.55,0.0,NaN,NaN
2595,8,53.64,1,53.64,NaN,53.64,53.64,53.64,NaN,0.0,NaN,NaN,53.64,0.0,NaN,NaN
2728,18,389.64,1,389.64,NaN,389.64,389.64,389.64,NaN,0.0,NaN,NaN,389.64,0.0,NaN,NaN
6018,4,533.18,1,533.18,NaN,533.18,533.18,533.18,NaN,0.0,NaN,NaN,533.18,0.0,NaN,NaN
5770,23,304.635,2,547.14,-1.9999999999999984,62.13,547.14,62.13,5.224299002352701E-16,242.505,342.9538599432874,342.9538599432874,609.27,58808.675025,117617.35005,117617.35005
4903,7,43.47,1,43.47,NaN,43.47,43.47,43.47,NaN,0.0,NaN,NaN,43.47,0.0,NaN,NaN
2774,14,226.92,1,226.92,NaN,226.92,226.92,226.92,NaN,0.0,NaN,NaN,226.92,0.0,NaN,NaN
6302,11,450.4,1,450.4,NaN,450.4,450.4,450.4,NaN,0.0,NaN,NaN,450.4,0.0,NaN,NaN
5955,17,14.95,1,14.95,NaN,14.95,14.95,14.95,NaN,0.0,NaN,NaN,14.95,0.0,NaN,NaN
2279,21,1111.08,1,1111.08,NaN,1111.08,1111.08,1111.08,NaN,0.0,NaN,NaN,1111.08,0.0,NaN,NaN
2921,4,813.75,1,813.75,NaN,813.75,813.75,813.75,NaN,0.0,NaN,NaN,813.75,0.0,NaN,NaN
5590,22,889.46,1,889.46,NaN,889.46,889.46,889.46,NaN,0.0,NaN,NaN,889.46,0.0,NaN,NaN
2597,3,215.84,1,215.84,NaN,215.84,215.84,215.84,NaN,0.0,NaN,NaN,215.84,0.0,NaN,NaN
5742,16,142.88,1,142.88,NaN,142.88,142.88,142.88,NaN,0.0,NaN,NaN,142.88,0.0,NaN,NaN
5010,17,4.25,1,4.25,NaN,4.25,4.25,4.25,NaN,0.0,NaN,NaN,4.25,0.0,NaN,NaN
3973,22,220.62,1,220.62,NaN,220.62,220.62,220.62,NaN,0.0,NaN,NaN,220.62,0.0,NaN,NaN
6224,9,195.0,1,195.0,NaN,195.0,195.0,195.0,NaN,0.0,NaN,NaN,195.0,0.0,NaN,NaN
5137,16,758.3,1,758.3,NaN,758.3,758.3,758.3,NaN,0.0,NaN,NaN,758.3,0.0,NaN,NaN
6185,11,164.93,1,164.93,NaN,164.93,164.93,164.93,NaN,0.0,NaN,NaN,164.93,0.0,NaN,NaN
2255,17,2075.81,1,2075.81,NaN,2075.81,2075.81,2075.81,NaN,0.0,NaN,NaN,2075.81,0.0,NaN,NaN
6093,12,1239.38,1,1239.38,NaN,1239.38,1239.38,1239.38,NaN,0.0,NaN,NaN,1239.38,0.0,NaN,NaN
2874,30,248.17,1,248.17,NaN,248.17,248.17,248.17,NaN,0.0,NaN,NaN,248.17,0.0,NaN,NaN
6340,3,198.145,2,271.75,-2.0000000000000036,124.54,271.75,124.54,-5.838727243646843E-16,73.60499999999999,104.09318925847164,104.09318925847164,396.29,5417.696024999998,10835.392049999997,10835.392049999997
2716,4,464.11,1,464.11,NaN,464.11,464.11,464.11,NaN,0.0,NaN,NaN,464.11,0.0,NaN,NaN
4400,1,459.86,1,459.86,NaN,459.86,459.86,459.86,NaN,0.0,NaN,NaN,459.86,0.0,NaN,NaN
6036,8,285.58,1,285.58,NaN,285.58,285.58,285.58,NaN,0.0,NaN,NaN,285.58,0.0,NaN,NaN
4110,6,5401.98,1,5401.98,NaN,5401.98,5401.98,5401.98,NaN,0.0,NaN,NaN,5401.98,0.0,NaN,NaN
4051,5,90.04,1,90.04,NaN,90.04,90.04,90.04,NaN,0.0,NaN,NaN,90.04,0.0,NaN,NaN
5741,19,1.25,1,1.25,NaN,1.25,1.25,1.25,NaN,0.0,NaN,NaN,1.25,0.0,NaN,NaN
3037,23,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
4499,27,2.55,1,2.55,NaN,2.55,2.55,2.55,NaN,0.0,NaN,NaN,2.55,0.0,NaN,NaN
5359,2,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
6314,29,11.8,1,11.8,NaN,11.8,11.8,11.8,NaN,0.0,NaN,NaN,11.8,0.0,NaN,NaN
5553,30,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
4213,15,6.8,1,6.8,NaN,6.8,6.8,6.8,NaN,0.0,NaN,NaN,6.8,0.0,NaN,NaN
2910,10,13.27,2,3.3,-2.000000000000001,23.24,23.24,3.3,0.0,9.969999999999999,14.099709216859756,14.099709216859756,26.54,99.40089999999998,198.80179999999996,198.80179999999996
3812,25,19.8,1,19.8,NaN,19.8,19.8,19.8,NaN,0.0,NaN,NaN,19.8,0.0,NaN,NaN
5858,31,9.9,1,9.9,NaN,9.9,9.9,9.9,NaN,0.0,NaN,NaN,9.9,0.0,NaN,NaN
5422,20,21.8,1,21.8,NaN,21.8,21.8,21.8,NaN,0.0,NaN,NaN,21.8,0.0,NaN,NaN
3977,21,6.6,1,6.6,NaN,6.6,6.6,6.6,NaN,0.0,NaN,NaN,6.6,0.0,NaN,NaN
2899,26,6.25,1,6.25,NaN,6.25,6.25,6.25,NaN,0.0,NaN,NaN,6.25,0.0,NaN,NaN
5740,12,11.9,1,11.9,NaN,11.9,11.9,11.9,NaN,0.0,NaN,NaN,11.9,0.0,NaN,NaN
1192,14,4.95,1,4.95,NaN,4.95,4.95,4.95,NaN,0.0,NaN,NaN,4.95,0.0,NaN,NaN
5509,22,36.05,1,36.05,NaN,36.05,36.05,36.05,NaN,0.0,NaN,NaN,36.05,0.0,NaN,NaN
6286,28,27.15,1,27.15,NaN,27.15,27.15,27.15,NaN,0.0,NaN,NaN,27.15,0.0,NaN,NaN
6198,15,3.58,1,3.58,NaN,3.58,3.58,3.58,NaN,0.0,NaN,NaN,3.58,0.0,NaN,NaN
2747,3,330.24,1,330.24,NaN,330.24,330.24,330.24,NaN,0.0,NaN,NaN,330.24,0.0,NaN,NaN
6037,1,29.88,1,29.88,NaN,29.88,29.88,29.88,NaN,0.0,NaN,NaN,29.88,0.0,NaN,NaN
3337,19,8.85,1,8.85,NaN,8.85,8.85,8.85,NaN,0.0,NaN,NaN,8.85,0.0,NaN,NaN
5225,18,2.08,1,2.08,NaN,2.08,2.08,2.08,NaN,0.0,NaN,NaN,2.08,0.0,NaN,NaN
5770,30,15.3,1,15.3,NaN,15.3,15.3,15.3,NaN,0.0,NaN,NaN,15.3,0.0,NaN,NaN
6276,24,488.37,2,787.4,-2.0,189.34,787.4,189.34,0.0,299.03,422.89228155642655,422.89228155642655,976.74,89418.94089999999,178837.88179999997,178837.88179999997
5547,12,232.26,1,232.26,NaN,232.26,232.26,232.26,NaN,0.0,NaN,NaN,232.26,0.0,NaN,NaN
1389,7,167.845,2,211.74,-2.000000000000001,123.95,211.74,123.95,-3.441160995619869E-16,43.895,62.076904320367014,62.076904320367014,335.69,1926.7710250000002,3853.5420500000005,3853.5420500000005
1247,26,596.8,1,596.8,NaN,596.8,596.8,596.8,NaN,0.0,NaN,NaN,596.8,0.0,NaN,NaN
6145,21,376.3,1,376.3,NaN,376.3,376.3,376.3,NaN,0.0,NaN,NaN,376.3,0.0,NaN,NaN
6412,13,154.8,1,154.8,NaN,154.8,154.8,154.8,NaN,0.0,NaN,NaN,154.8,0.0,NaN,NaN
6124,21,372.09,1,372.09,NaN,372.09,372.09,372.09,NaN,0.0,NaN,NaN,372.09,0.0,NaN,NaN
5876,7,309.405,2,317.59,-2.0000000000000004,301.22,317.59,301.22,0.0,8.184999999999974,11.575338008023746,11.575338008023746,618.81,66.99422499999957,133.98844999999915,133.98844999999915
1640,15,318.85,1,318.85,NaN,318.85,318.85,318.85,NaN,0.0,NaN,NaN,318.85,0.0,NaN,NaN
4959,20,476.96,1,476.96,NaN,476.96,476.96,476.96,NaN,0.0,NaN,NaN,476.96,0.0,NaN,NaN
6003,22,148.36,1,148.36,NaN,148.36,148.36,148.36,NaN,0.0,NaN,NaN,148.36,0.0,NaN,NaN
6659,15,115.35,1,115.35,NaN,115.35,115.35,115.35,NaN,0.0,NaN,NaN,115.35,0.0,NaN,NaN
3728,18,302.78,1,302.78,NaN,302.78,302.78,302.78,NaN,0.0,NaN,NaN,302.78,0.0,NaN,NaN
5862,6,649.5799999999999,2,686.48,-2.000000000000003,612.68,686.48,612.68,-5.792566833339995E-16,36.900000000000034,52.18448045156726,52.18448045156726,1299.1599999999999,1361.6100000000026,2723.2200000000053,2723.2200000000053
4407,24,112.92,1,112.92,NaN,112.92,112.92,112.92,NaN,0.0,NaN,NaN,112.92,0.0,NaN,NaN
3581,4,74.9,1,74.9,NaN,74.9,74.9,74.9,NaN,0.0,NaN,NaN,74.9,0.0,NaN,NaN
2168,2,115.68,1,115.68,NaN,115.68,115.68,115.68,NaN,0.0,NaN,NaN,115.68,0.0,NaN,NaN
1319,20,459.8,1,459.8,NaN,459.8,459.8,459.8,NaN,0.0,NaN,NaN,459.8,0.0,NaN,NaN
5916,6,249.67,1,249.67,NaN,249.67,249.67,249.67,NaN,0.0,NaN,NaN,249.67,0.0,NaN,NaN
1306,4,250.17000000000002,2,279.3,-2.000000000000001,221.04,279.3,221.04,0.0,29.13000000000001,41.19604107192827,41.19604107192827,500.34000000000003,848.5569000000006,1697.1138000000012,1697.1138000000012
2724,17,327.98,1,327.98,NaN,327.98,327.98,327.98,NaN,0.0,NaN,NaN,327.98,0.0,NaN,NaN
6045,2,9421.69,2,1.9,-2.0000000000000027,18841.48,18841.48,1.9,5.841795970514869E-16,9419.789999999999,13321.594772706456,13321.594772706456,18843.38,8.873244364409998E7,1.7746488728819996E8,1.7746488728819996E8
5572,1,35.8,1,35.8,NaN,35.8,35.8,35.8,NaN,0.0,NaN,NaN,35.8,0.0,NaN,NaN
5729,22,164.1,1,164.1,NaN,164.1,164.1,164.1,NaN,0.0,NaN,NaN,164.1,0.0,NaN,NaN
5851,19,146.18333333333334,3,90.0,-1.4999999999999991,19.5,329.05,19.5,0.559889252386668,132.47069067868895,162.2427990184259,162.2427990184259,438.55,17548.48388888889,26322.725833333338,26322.725833333338
3682,28,436.18,1,436.18,NaN,436.18,436.18,436.18,NaN,0.0,NaN,NaN,436.18,0.0,NaN,NaN
6044,13,248.73,2,188.7,-2.000000000000002,308.76,308.76,188.7,5.381521913044771E-16,60.03,84.89524014925689,84.89524014925689,497.46,3603.6009,7207.2018,7207.2018
5656,9,388.05,1,388.05,NaN,388.05,388.05,388.05,NaN,0.0,NaN,NaN,388.05,0.0,NaN,NaN
6327,6,513.06,1,513.06,NaN,513.06,513.06,513.06,NaN,0.0,NaN,NaN,513.06,0.0,NaN,NaN
4036,29,292.63,1,292.63,NaN,292.63,292.63,292.63,NaN,0.0,NaN,NaN,292.63,0.0,NaN,NaN
6138,25,397.8733333333333,3,649.02,-1.4999999999999998,399.4,649.02,145.2,-0.011133040061931072,205.68648656524704,251.9134695353413,251.9134695353413,1193.62,42306.93075555555,63460.39613333333,63460.39613333333
6218,20,584.32,1,584.32,NaN,584.32,584.32,584.32,NaN,0.0,NaN,NaN,584.32,0.0,NaN,NaN
3959,20,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
6189,9,122.07,1,122.07,NaN,122.07,122.07,122.07,NaN,0.0,NaN,NaN,122.07,0.0,NaN,NaN
5712,2,309.38,1,309.38,NaN,309.38,309.38,309.38,NaN,0.0,NaN,NaN,309.38,0.0,NaN,NaN
1122,23,249.84,1,249.84,NaN,249.84,249.84,249.84,NaN,0.0,NaN,NaN,249.84,0.0,NaN,NaN
1682,24,164.625,2,15.9,-1.9999999999999996,313.35,313.35,15.9,0.0,148.72500000000002,210.3289120639386,210.3289120639386,329.25,22119.125625000008,44238.251250000016,44238.251250000016
6259,7,369.9,1,369.9,NaN,369.9,369.9,369.9,NaN,0.0,NaN,NaN,369.9,0.0,NaN,NaN
6721,29,261.07,2,320.42,-2.000000000000001,201.72,320.42,201.72,0.0,59.35000000000001,83.9335749268432,83.9335749268432,522.14,3522.422500000001,7044.845000000002,7044.845000000002
6014,15,111.89000000000001,5,266.55,-1.2007145122544567,4.95,266.55,4.95,0.5159982277537712,95.47281267460386,106.74184957175888,106.74184957175888,559.45,9115.05796,11393.82245,11393.82245
3496,29,519.96,1,519.96,NaN,519.96,519.96,519.96,NaN,0.0,NaN,NaN,519.96,0.0,NaN,NaN
4902,3,130.075,2,113.1,-2.000000000000001,147.05,147.05,113.1,0.0,16.97500000000001,24.0062752212833,24.0062752212833,260.15,288.1506250000003,576.3012500000006,576.3012500000006
1810,25,657.96,2,1015.14,-1.9999999999999984,300.78,1015.14,300.78,0.0,357.18,505.1288002084221,505.1288002084221,1315.92,127577.5524,255155.1048,255155.1048
6788,15,293.92,1,293.92,NaN,293.92,293.92,293.92,NaN,0.0,NaN,NaN,293.92,0.0,NaN,NaN
5876,6,376.0,1,376.0,NaN,376.0,376.0,376.0,NaN,0.0,NaN,NaN,376.0,0.0,NaN,NaN
1759,2,376.0,1,376.0,NaN,376.0,376.0,376.0,NaN,0.0,NaN,NaN,376.0,0.0,NaN,NaN
5702,26,1196.96,1,1196.96,NaN,1196.96,1196.96,1196.96,NaN,0.0,NaN,NaN,1196.96,0.0,NaN,NaN
5001,23,1614.9666666666665,3,1642.5,-1.4999999999999993,2390.4,2390.4,812.0,-0.06398556803602191,644.6731488815777,789.5601328165786,789.5601328165786,4844.9,415603.4688888889,623405.2033333334,623405.2033333334
5922,8,422.6,1,422.6,NaN,422.6,422.6,422.6,NaN,0.0,NaN,NaN,422.6,0.0,NaN,NaN
