counterparty_id,acct_last_updated_ts_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
69549,1,486.77625,8,567.84,1.018700257919777,467.36,1468.58,7.5,1.3046763079140709,420.4520482450258,449.4821463143527,449.4821463143527,3894.21,176779.9248734375,202034.19985535715,202034.19985535715
13118,1,208.47000000000003,6,190.93,-1.411190575571789,59.4,423.55,13.41,0.19956796895819437,150.67819716203138,165.05969501971097,165.05969501971097,1250.8200000000002,22703.9191,27244.70292,27244.70292
15671,1,337.2557142857142,7,356.19,0.3972663229207094,4.64,638.4,4.64,-0.26885157599545434,171.2831687050209,185.00696706314807,185.00696706314807,2360.7899999999995,29337.92388163265,34227.577861904756,34227.577861904756
16457,1,208.36,1,208.36,NaN,208.36,208.36,208.36,NaN,0.0,NaN,NaN,208.36,0.0,NaN,NaN
17988,1,22.688333333333333,6,13.37,-1.1595655684255064,41.01,53.05,2.95,0.6837227355662331,17.933213521904605,19.644851149007636,19.644851149007636,136.13,321.60014722222223,385.92017666666663,385.92017666666663
70913,1,341.58,1,341.58,NaN,341.58,341.58,341.58,NaN,0.0,NaN,NaN,341.58,0.0,NaN,NaN
12917,1,594.0,1,594.0,NaN,594.0,594.0,594.0,NaN,0.0,NaN,NaN,594.0,0.0,NaN,NaN
12968,1,135.95,1,135.95,NaN,135.95,135.95,135.95,NaN,0.0,NaN,NaN,135.95,0.0,NaN,NaN
70557,1,151.2,1,151.2,NaN,151.2,151.2,151.2,NaN,0.0,NaN,NaN,151.2,0.0,NaN,NaN
16828,1,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
15315,1,177.95999999999998,2,336.96,-2.0,18.96,336.96,18.96,0.0,159.0,224.8599564173221,224.8599564173221,355.91999999999996,25281.0,50562.0,50562.0
15604,1,216.39,1,216.39,NaN,216.39,216.39,216.39,NaN,0.0,NaN,NaN,216.39,0.0,NaN,NaN
18045,1,189.4,1,189.4,NaN,189.4,189.4,189.4,NaN,0.0,NaN,NaN,189.4,0.0,NaN,NaN
18164,1,202.29999999999998,2,399.65,-2.000000000000001,4.95,399.65,4.95,0.0,197.35,279.0950465343303,279.0950465343303,404.59999999999997,38947.0225,77894.045,77894.045
69277,1,3116.285,2,6207.67,-1.999999999999998,24.9,6207.67,24.9,0.0,3091.385,4371.878593516751,4371.878593516751,6232.57,9556661.218225,1.911332243645E7,1.911332243645E7
15539,1,538.46,1,538.46,NaN,538.46,538.46,538.46,NaN,0.0,NaN,NaN,538.46,0.0,NaN,NaN
69322,1,33.15,1,33.15,NaN,33.15,33.15,33.15,NaN,0.0,NaN,NaN,33.15,0.0,NaN,NaN
70015,1,353.10586206896556,29,259.86,1.174809642691728,9.9,1283.96,9.9,1.345640880130793,305.0473323534906,310.4468193647578,310.4468193647578,10240.070000000002,93053.87497598097,96377.22765369457,96377.22765369457
15525,1,164.415,2,313.93,-1.999999999999998,14.9,313.93,14.9,5.572830451531477E-16,149.51500000000001,211.44614077821333,211.44614077821333,328.83,22354.735225000004,44709.47045000001,44709.47045000001
69635,1,390.46187499999996,16,408.0,4.230252488131819,29.25,1867.86,9.95,2.094230216586704,454.05742251419514,468.94848949849126,468.94848949849126,6247.389999999999,206168.1429402343,219912.6858029166,219912.6858029166
70009,1,339.96607142857147,28,163.49,3.098939458459931,36.85,1642.5,1.95,2.0576500464327263,448.08983559055025,456.3123532742253,456.3123532742253,9519.050000000001,200784.50075956635,208220.96375066138,208220.96375066138
14189,1,203.622,20,311.24,-1.6351782882947816,3.3,467.5,0.85,-0.1558428355004972,168.59075889858258,172.9704689915533,172.9704689915533,4072.44,28422.843986000003,29918.7831431579,29918.7831431579
15194,1,385.8722222222222,18,406.16,1.694873078849227,9.31,1421.67,3.25,1.263204580301706,353.50561280402695,363.75427461495707,363.75427461495707,6945.7,124966.21828395064,132317.17230065362,132317.17230065362
16950,1,392.8533333333333,3,172.0,-1.499999999999995,400.15,606.41,172.0,-0.06161946049127809,177.42217642924146,217.29690065284717,217.29690065284717,1178.56,31478.628688888886,47217.94303333333,47217.94303333333
69925,1,260.7292,25,569.4,1.7604380735392375,224.69,1048.0,0.77,1.2705581628369698,248.94882786500523,254.08233347217723,254.08233347217723,6518.2300000000005,61975.51889536,64557.832182666665,64557.832182666665
69898,1,342.5232,25,218.1,5.793513029463451,53.63,2145.0,6.3,2.630686114602811,551.5441796971119,562.9174211915989,562.9174211915989,8563.08,304200.98215776,316876.023081,316876.023081
16746,1,348.48375000000004,16,311.64,-0.007935014859052902,3.35,587.3,3.35,-0.6382990161899876,161.47701411017454,166.77274305173495,166.77274305173495,5575.740000000001,26074.826085937504,27813.147825000004,27813.147825000004
70136,1,398.40259259259255,27,500.0,18.34418493216485,7.95,4311.48,3.9,4.324696068010104,798.8466100043868,814.0641032810083,814.0641032810083,10756.869999999999,638155.9063155007,662700.3642507122,662700.3642507122
12829,1,123.6,2,207.25,-2.000000000000001,39.95,207.25,39.95,0.0,83.65,118.29896449250941,118.29896449250941,247.2,6997.322500000001,13994.645000000002,13994.645000000002
12437,1,251.07666666666665,15,392.7,-0.4216841898092665,54.75,501.64,54.75,0.17344700705383842,118.24819912182829,122.39851450234578,122.39851450234578,3766.1499999999996,13982.636595555552,14981.396352380949,14981.396352380949
69519,1,431.282,5,523.98,-1.0995797701100285,249.45,696.72,249.45,0.5712192324507004,160.50757445055356,179.4529236875231,179.4529236875231,2156.41,25762.681456,32203.351819999996,32203.351819999996
70137,1,249.40031249999996,32,295.06,3.2397472937563254,9.15,1204.36,1.65,1.8151474850348515,297.2182267657509,301.97402036817425,301.97402036817425,7980.809999999999,88338.67432177733,91188.30897731853,91188.30897731853
69521,1,242.18,4,353.1,-1.5370376348667576,15.6,438.0,15.6,-0.18342988584586148,164.63052633093292,190.09895738798778,190.09895738798778,968.72,27103.210199999994,36137.61359999999,36137.61359999999
17667,1,411.102,5,928.05,-0.3361363904668062,304.5,928.05,62.12,0.8256118480047943,283.7808874748262,317.27667755446504,317.27667755446504,2055.5099999999998,80531.592096,100664.49011999999,100664.49011999999
12653,1,1104.925,2,779.1,-2.0000000000000027,1430.75,1430.75,779.1,4.307912771644665E-16,325.825,460.7861339602137,460.7861339602137,2209.85,106161.930625,212323.86125,212323.86125
70598,1,381.856,5,1480.2,-0.05088268546546493,2.1,1480.2,2.1,1.3076044097281432,565.4652745695354,632.2093964265321,632.2093964265321,1909.28,319750.976744,399688.72093,399688.72093
14226,1,323.24857142857144,7,983.3,-0.899203691353375,8.3,983.3,8.3,0.8146144191518757,358.66402509585373,387.40142408224625,387.40142408224625,2262.7400000000002,128639.88289795919,150079.8633809524,150079.8633809524
17669,1,481.7866666666667,6,475.5,-0.8751949224951119,212.0,761.5,212.0,0.10531324811383039,174.95260564570688,191.65097721291866,191.65097721291866,2890.7200000000003,30608.414222222225,36730.09706666667,36730.09706666667
69406,1,276.48,1,276.48,NaN,276.48,276.48,276.48,NaN,0.0,NaN,NaN,276.48,0.0,NaN,NaN
14583,1,228.1825,4,174.51,-1.7270891016985648,264.91,310.49,162.82,0.18354053082610855,61.79892287694019,71.35924951726068,71.35924951726068,912.73,3819.106868750001,5092.142491666668,5092.142491666668
15076,1,880.85,1,880.85,NaN,880.85,880.85,880.85,NaN,0.0,NaN,NaN,880.85,0.0,NaN,NaN
16589,1,153.08,3,117.68,-1.5000000000000002,244.56,244.56,97.0,0.654184828507184,65.23474738716067,79.8959222989509,79.8959222989509,459.24,4255.572266666666,6383.358399999999,6383.358399999999
13486,1,374.1366666666667,3,202.16,-1.5,302.8,617.45,202.16,0.5393439044505894,176.88628368405384,216.64056876156266,216.64056876156266,1122.41,31288.757355555572,46933.13603333336,46933.13603333336
12722,1,181.82166666666672,6,302.92,-0.25925295253574765,46.65,580.08,46.65,1.1602798285584144,200.43642794467834,219.56710586211832,219.56710586211832,1090.9300000000003,40174.76164722223,48209.71397666667,48209.71397666667
15839,1,215.248,5,299.18,-1.341213935573267,21.8,491.18,5.95,0.17389094522961832,182.34565894476347,203.86864440124185,203.86864440124185,1076.24,33249.939336,41562.424170000006,41562.424170000006
15105,1,380.65500000000003,6,532.98,-1.1007590467347823,233.9,614.88,28.68,-0.5120033925556577,204.7480506826215,224.29025192816567,224.29025192816567,2283.9300000000003,41921.76425833335,50306.11711000002,50306.11711000002
12453,1,707.09,1,707.09,NaN,707.09,707.09,707.09,NaN,0.0,NaN,NaN,707.09,0.0,NaN,NaN
18255,1,103.3,1,103.3,NaN,103.3,103.3,103.3,NaN,0.0,NaN,NaN,103.3,0.0,NaN,NaN
16881,1,432.0,1,432.0,NaN,432.0,432.0,432.0,NaN,0.0,NaN,NaN,432.0,0.0,NaN,NaN
13685,1,445.6342857142858,7,1334.16,-1.3531111622067815,1170.0,1334.16,3.2,0.6405416087862159,549.302486323913,593.3144964760016,593.3144964760016,3119.4400000000005,301733.2214816326,352022.0917285714,352022.0917285714
16500,1,45.24,4,55.32,-1.275646746951106,52.74,55.32,30.0,-0.5354186382104109,9.944717190548962,11.483170293956283,11.483170293956283,180.96,98.89740000000003,131.86320000000003,131.86320000000003
17011,1,270.9,1,270.9,NaN,270.9,270.9,270.9,NaN,0.0,NaN,NaN,270.9,0.0,NaN,NaN
15531,1,1003.72,2,1522.31,-2.0,485.13,1522.31,485.13,0.0,518.5899999999999,733.3970113110632,733.3970113110632,2007.44,268935.58809999994,537871.1761999999,537871.1761999999
13638,1,122.64,1,122.64,NaN,122.64,122.64,122.64,NaN,0.0,NaN,NaN,122.64,0.0,NaN,NaN
15725,1,415.25,1,415.25,NaN,415.25,415.25,415.25,NaN,0.0,NaN,NaN,415.25,0.0,NaN,NaN
69448,1,44.2,1,44.2,NaN,44.2,44.2,44.2,NaN,0.0,NaN,NaN,44.2,0.0,NaN,NaN
15165,1,487.75,1,487.75,NaN,487.75,487.75,487.75,NaN,0.0,NaN,NaN,487.75,0.0,NaN,NaN
69881,1,207.14249999999993,20,251.09,1.98854525556035,14.9,951.96,3.75,1.626846065419238,254.5364423000172,261.14887961658957,261.14887961658957,4142.8499999999985,64788.80045874999,68198.737325,68198.737325
17576,1,167.81904761904764,21,119.65,-0.38099418778461835,96.75,395.0,15.0,0.6394195364126286,102.3321630259478,104.85926363010384,104.85926363010384,3524.2000000000003,10471.871589569158,10995.465169047617,10995.465169047617
70530,1,243.52833333333334,6,1206.72,1.151403326103149,12.54,1206.72,11.9,1.7620646151843888,432.2082158873841,473.46037876116594,473.46037876116594,1461.17,186803.9418805556,224164.73025666672,224164.73025666672
15759,1,84.34666666666666,3,97.24,-1.4999999999999996,68.0,97.24,68.0,-0.40236762015042465,12.184376152360949,14.922752203710054,14.922752203710054,253.04,148.4590222222222,222.68853333333328,222.68853333333328
12417,1,309.95,12,291.34,-0.9002387056190728,19.95,562.69,18.4,-0.6684099335002789,178.41615570532468,186.34959701885836,186.34959701885836,3719.3999999999996,31832.324616666665,34726.17230909091,34726.17230909091
70332,1,386.4958333333334,12,1081.3,0.89036762156092,133.35,1081.3,114.6,1.276130194391706,274.6774426322122,286.891232143927,286.891232143927,4637.950000000001,75447.69749097222,82306.57908106061,82306.57908106061
13394,1,272.724,10,313.76,2.827333884308061,5.5,371.73,5.5,-1.967915514072907,97.34618679742933,102.6118906040296,102.6118906040296,2727.24,9476.280084000004,10529.200093333338,10529.200093333338
14631,1,315.03999999999996,2,309.5,-2.0,320.58,320.58,309.5,0.0,5.539999999999992,7.834743135546935,7.834743135546935,630.0799999999999,30.691599999999912,61.383199999999825,61.383199999999825
13722,1,595.415,4,1463.47,-1.2917386109395654,6.25,1463.47,6.25,0.510266478908756,569.7969446434404,657.9448387466332,657.9448387466332,2381.66,324668.5581249999,432891.4108333332,432891.4108333332
16005,1,164.96666666666667,3,177.59,-1.5,145.83,177.59,145.83,-0.6039782507902662,13.759651965882785,16.85206317734814,16.85206317734814,494.9,189.32802222222202,283.99203333333304,283.99203333333304
13046,1,197.72,1,197.72,NaN,197.72,197.72,197.72,NaN,0.0,NaN,NaN,197.72,0.0,NaN,NaN
12669,1,1136.3,3,1136.3,NaN,1136.3,1136.3,1136.3,NaN,0.0,0.0,0.0,3408.8999999999996,0.0,0.0,0.0
14981,1,102.12,1,102.12,NaN,102.12,102.12,102.12,NaN,0.0,NaN,NaN,102.12,0.0,NaN,NaN
16175,1,259.39750000000004,4,272.86,-0.8441490683033819,300.7,300.7,194.12,-0.8243883428675204,39.556289243936924,45.67566848625936,45.67566848625936,1037.5900000000001,1564.7000187499998,2086.2666916666662,2086.2666916666662
14005,1,244.42000000000002,4,187.16,-1.47602861187959,281.12,365.1,144.3,0.24659245384488873,85.45945588406236,98.6800797189247,98.6800797189247,977.6800000000001,7303.3186000000005,9737.758133333335,9737.758133333335
14389,1,270.35,4,311.14,-1.1632167486820535,25.4,732.32,12.54,0.6695876388909265,292.2099431915348,337.41497872303574,337.41497872303574,1081.4,85386.65090000001,113848.86786666668,113848.86786666668
16447,1,259.01,1,259.01,NaN,259.01,259.01,259.01,NaN,0.0,NaN,NaN,259.01,0.0,NaN,NaN
12912,1,261.495,4,318.06,-1.6182390361318295,187.92,400.08,139.92,0.14726606794655722,103.19782301482914,119.16258179478992,119.16258179478992,1045.98,10649.790674999998,14199.720899999998,14199.720899999998
70750,1,263.21,1,263.21,NaN,263.21,263.21,263.21,NaN,0.0,NaN,NaN,263.21,0.0,NaN,NaN
70691,1,713.78,1,713.78,NaN,713.78,713.78,713.78,NaN,0.0,NaN,NaN,713.78,0.0,NaN,NaN
12587,1,144.0,1,144.0,NaN,144.0,144.0,144.0,NaN,0.0,NaN,NaN,144.0,0.0,NaN,NaN
14569,1,227.39,1,227.39,NaN,227.39,227.39,227.39,NaN,0.0,NaN,NaN,227.39,0.0,NaN,NaN
13154,1,611.86,1,611.86,NaN,611.86,611.86,611.86,NaN,0.0,NaN,NaN,611.86,0.0,NaN,NaN
69879,1,458.8111111111111,27,122.15,14.156621039466113,97.58,3527.64,9.36,3.7218228147165178,663.3379393772707,675.9740831703153,675.9740831703153,12387.9,440017.22181728366,456940.9611179484,456940.9611179484
70214,1,364.5616666666667,18,142.5,11.647980521055436,10.27,3226.13,10.27,3.5923313229530236,710.3494490370372,730.9435527996753,730.9435527996753,6562.110000000001,504596.33974722226,534278.4773794118,534278.4773794118
69778,1,556.5604761904763,21,190.34,4.102900993308079,411.92,3096.0,17.45,2.2680652022581183,783.9455097650126,803.3051041757184,803.3051041757184,11687.77,614570.5622807255,645299.0903947618,645299.0903947618
15361,1,418.92,1,418.92,NaN,418.92,418.92,418.92,NaN,0.0,NaN,NaN,418.92,0.0,NaN,NaN
70014,1,241.40111111111116,18,196.75,0.5449011272252675,3.18,1031.07,3.18,1.2878811418364344,301.0570082021914,309.785105723475,309.785105723475,4345.220000000001,90635.32218765435,95966.8117281046,95966.8117281046
17555,1,241.63,2,195.45,-1.9999999999999993,287.81,287.81,195.45,0.0,46.18000000000001,65.30838231038953,65.30838231038953,483.26,2132.5924000000005,4265.184800000001,4265.184800000001
13064,1,279.8725,4,203.3,-0.9735137626467711,277.16,455.95,183.08,0.825244643208841,107.52067182058526,124.15417763812863,124.15417763812863,1119.49,11560.694868749999,15414.259825,15414.259825
13707,1,403.205,2,583.41,-1.9999999999999984,223.0,583.41,223.0,6.365897050866916E-16,180.20499999999998,254.84835500744356,254.84835500744356,806.41,32473.842024999994,64947.68404999999,64947.68404999999
12350,1,334.4,1,334.4,NaN,334.4,334.4,334.4,NaN,0.0,NaN,NaN,334.4,0.0,NaN,NaN
17334,1,153.51,2,296.52,-1.9999999999999998,10.5,296.52,10.5,0.0,143.01,202.2466815549763,202.2466815549763,307.02,20451.860099999998,40903.720199999996,40903.720199999996
17063,1,113.45200000000003,10,187.65,-0.42387133186284354,1.65,387.7,1.65,1.0139785815586708,130.93137338315825,138.01378568824202,138.01378568824202,1134.5200000000002,17143.024536,19047.80504,19047.80504
69621,1,417.7881818181817,11,100.43,1.0318512689399348,12.45,1393.06,12.45,1.442991986150208,390.1582580724759,409.20143325306617,409.20143325306617,4595.669999999999,152223.46634214872,167445.81297636358,167445.81297636358
69416,1,122.38,2,130.2,-1.9999999999999998,114.56,130.2,114.56,0.0,7.819999999999993,11.059150057757593,11.059150057757593,244.76,61.15239999999989,122.30479999999979,122.30479999999979
15775,1,104.9,1,104.9,NaN,104.9,104.9,104.9,NaN,0.0,NaN,NaN,104.9,0.0,NaN,NaN
14173,1,112.71000000000001,4,114.04,-0.9897400428309018,12.48,194.55,12.48,-0.4081498417094376,65.26226130008062,75.3583682590505,75.3583682590505,450.84000000000003,4259.162750000001,5678.883666666668,5678.883666666668
17384,1,168.2,2,227.65,-2.0,108.75,227.65,108.75,0.0,59.45,84.07499628308051,84.07499628308051,336.4,3534.3025000000002,7068.6050000000005,7068.6050000000005
14920,1,572.24,1,572.24,NaN,572.24,572.24,572.24,NaN,0.0,NaN,NaN,572.24,0.0,NaN,NaN
14808,1,211.68615384615384,13,679.62,-0.4795989889788794,76.3,679.62,13.01,0.9807679447619289,214.39788885794928,223.15239779645592,223.15239779645592,2751.92,45966.45474674557,49796.992642307705,49796.992642307705
13217,1,186.868,5,85.0,-1.7929728868168409,396.96,396.96,3.4,0.33938710726276944,173.49286814160402,193.9709233880171,193.9709233880171,934.3399999999999,30099.775295999996,37624.719119999994,37624.719119999994
13681,1,206.9575,4,203.46,-0.9697415467378279,117.08,327.62,117.08,0.5647489017476404,76.47588521063356,88.30674582574842,88.30674582574842,827.83,5848.561018750002,7798.0813583333365,7798.0813583333365
15746,1,105.39999999999999,2,196.88,-2.0000000000000027,13.92,196.88,13.92,-6.082633739874247E-16,91.48,129.37225668589073,129.37225668589073,210.79999999999998,8368.590400000001,16737.180800000002,16737.180800000002
14359,1,156.96333333333334,6,483.39,-0.88312744723024,8.85,483.39,5.75,0.8128428875857868,179.57756315555935,196.71736432421687,196.71736432421687,941.7800000000001,32248.1011888889,38697.72142666668,38697.72142666668
16229,1,652.4,1,652.4,NaN,652.4,652.4,652.4,NaN,0.0,NaN,NaN,652.4,0.0,NaN,NaN
70706,1,1157.08,1,1157.08,NaN,1157.08,1157.08,1157.08,NaN,0.0,NaN,NaN,1157.08,0.0,NaN,NaN
16986,1,936.6,2,83.2,-2.0,1790.0,1790.0,83.2,0.0,853.4,1206.8898541291992,1206.8898541291992,1873.2,728291.5599999999,1456583.1199999999,1456583.1199999999
18209,1,139.1,1,139.1,NaN,139.1,139.1,139.1,NaN,0.0,NaN,NaN,139.1,0.0,NaN,NaN
69364,1,271.2,1,271.2,NaN,271.2,271.2,271.2,NaN,0.0,NaN,NaN,271.2,0.0,NaN,NaN
16528,1,244.41,1,244.41,NaN,244.41,244.41,244.41,NaN,0.0,NaN,NaN,244.41,0.0,NaN,NaN
14087,1,103.585,2,194.42,-1.9999999999999998,12.75,194.42,12.75,0.0,90.835,128.46008893816008,128.46008893816008,207.17,8250.997225,16501.99445,16501.99445
70785,1,30.45,1,30.45,NaN,30.45,30.45,30.45,NaN,0.0,NaN,NaN,30.45,0.0,NaN,NaN
70378,1,330.3369230769231,13,165.05,-0.12589029557807274,342.63,678.17,15.0,0.21364204628323696,165.18357277165748,171.9285135545495,171.9285135545495,4294.38,27285.612713609466,29559.413773076918,29559.413773076918
69393,1,146.61,1,146.61,NaN,146.61,146.61,146.61,NaN,0.0,NaN,NaN,146.61,0.0,NaN,NaN
13077,1,182.31750000000002,4,313.72,-1.2810444677498858,151.83,313.72,9.6,-0.41446647062186587,115.30724009683867,133.14533221884523,133.14533221884523,729.2700000000001,13295.759618749998,17727.679491666666,17727.679491666666
12705,1,444.74899999999997,10,858.0,-1.8497416479646003,7.05,998.42,3.9,0.1177365938589678,430.1346891718918,453.40177281058106,453.40177281058106,4447.49,185015.85082899997,205573.16758777775,205573.16758777775
15799,1,294.7133333333333,3,320.22,-1.5,402.9,402.9,161.02,-0.36474268689911227,100.3806957979914,122.94074236530919,122.94074236530919,884.14,10076.284088888888,15114.42613333333,15114.42613333333
14770,1,438.21000000000004,2,278.6,-1.9999999999999991,597.82,597.82,278.6,0.0,159.61,225.7226266903697,225.7226266903697,876.4200000000001,25475.352100000004,50950.70420000001,50950.70420000001
17223,1,133.95,1,133.95,NaN,133.95,133.95,133.95,NaN,0.0,NaN,NaN,133.95,0.0,NaN,NaN
70738,1,145.5,1,145.5,NaN,145.5,145.5,145.5,NaN,0.0,NaN,NaN,145.5,0.0,NaN,NaN
15796,1,278.73875,8,343.92,-0.7422844540967937,42.0,447.65,2.95,-0.9402197330654052,153.23024566298096,163.81002301773668,163.81002301773668,2229.91,23479.508185937495,26833.72364107142,26833.72364107142
12623,1,305.1,1,305.1,NaN,305.1,305.1,305.1,NaN,0.0,NaN,NaN,305.1,0.0,NaN,NaN
14291,1,327.50111111111113,9,984.88,-0.6144663504303667,19.8,984.88,16.5,0.6783970160958517,321.661936353628,341.174004667869,341.174004667869,2947.51,103466.40129876541,116399.7014611111,116399.7014611111
69580,1,934.7540000000001,5,227.92,0.22571373933745997,50.0,3962.85,50.0,1.4820504676711015,1517.7150566769772,1696.8570186023335,1696.8570186023335,4673.77,2303458.993264,2879323.74158,2879323.74158
13588,1,208.94583333333324,12,113.3,-1.3635670503368942,6.29,491.0,4.41,0.29001205554696546,179.04434438886608,187.00571870003105,187.00571870003105,2507.349999999999,32056.877257638884,34971.13882651515,34971.13882651515
12596,1,269.95,1,269.95,NaN,269.95,269.95,269.95,NaN,0.0,NaN,NaN,269.95,0.0,NaN,NaN
13485,1,454.24,1,454.24,NaN,454.24,454.24,454.24,NaN,0.0,NaN,NaN,454.24,0.0,NaN,NaN
17991,1,46.675000000000004,2,5.9,-1.9999999999999996,87.45,87.45,5.9,0.0,40.775,57.66455800576295,57.66455800576295,93.35000000000001,1662.6006249999998,3325.2012499999996,3325.2012499999996
16446,1,112314.03333333333,3,2.9,-1.4999999999999996,168469.6,168469.6,2.9,-0.7071067811865475,79415.9639827465,97264.29459448793,97264.29459448793,336942.1,6.306895335308888E9,9.460343002963333E9,9.460343002963333E9
69578,1,213.30249999999998,4,222.31,-1.029209806679584,13.9,442.89,13.9,0.28506984278351416,153.3696223792378,177.0959855323284,177.0959855323284,853.2099999999999,23522.24106875,31362.98809166667,31362.98809166667
17345,1,73.465,4,82.79,-1.1595003904024634,9.73,155.8,9.73,0.43933997657345863,54.10167210909474,62.47122991158943,62.47122991158943,293.86,2926.990925,3902.6545666666666,3902.6545666666666
13062,1,346.98,1,346.98,NaN,346.98,346.98,346.98,NaN,0.0,NaN,NaN,346.98,0.0,NaN,NaN
17408,1,32.65,1,32.65,NaN,32.65,32.65,32.65,NaN,0.0,NaN,NaN,32.65,0.0,NaN,NaN
70368,1,245.71,2,430.22,-1.9999999999999998,61.2,430.22,61.2,0.0,184.51000000000002,260.93654439345977,260.93654439345977,491.42,34043.94010000001,68087.88020000001,68087.88020000001
16213,1,159.0,1,159.0,NaN,159.0,159.0,159.0,NaN,0.0,NaN,NaN,159.0,0.0,NaN,NaN
13787,1,202.64,1,202.64,NaN,202.64,202.64,202.64,NaN,0.0,NaN,NaN,202.64,0.0,NaN,NaN
15255,1,890.85,1,890.85,NaN,890.85,890.85,890.85,NaN,0.0,NaN,NaN,890.85,0.0,NaN,NaN
16243,1,204.55,2,214.95,-1.9999999999999987,194.15,214.95,194.15,4.0426873905331247E-16,10.399999999999991,14.707821048680177,14.707821048680177,409.1,108.15999999999983,216.31999999999965,216.31999999999965
14974,1,114.39,1,114.39,NaN,114.39,114.39,114.39,NaN,0.0,NaN,NaN,114.39,0.0,NaN,NaN
69196,1,258.24,1,258.24,NaN,258.24,258.24,258.24,NaN,0.0,NaN,NaN,258.24,0.0,NaN,NaN
17297,1,131.78,1,131.78,NaN,131.78,131.78,131.78,NaN,0.0,NaN,NaN,131.78,0.0,NaN,NaN
17383,1,199.29,1,199.29,NaN,199.29,199.29,199.29,NaN,0.0,NaN,NaN,199.29,0.0,NaN,NaN
18256,1,50.1,1,50.1,NaN,50.1,50.1,50.1,NaN,0.0,NaN,NaN,50.1,0.0,NaN,NaN
14237,1,161.0,1,161.0,NaN,161.0,161.0,161.0,NaN,0.0,NaN,NaN,161.0,0.0,NaN,NaN
70232,1,258.04200000000003,20,303.5,-1.4310309365201113,8.1,602.8,2.17,-0.012240653859690037,195.4363624968496,200.51347713203455,200.51347713203455,5160.84,38195.371785999996,40205.65451157894,40205.65451157894
14409,1,186.60399999999998,5,151.2,-0.04100417474196183,151.2,337.3,115.72,1.260569441824087,77.87398066106549,87.06575721832321,87.06575721832321,933.02,6064.356864000001,7580.4460800000015,7580.4460800000015
70355,1,382.2666666666667,9,945.55,-0.777227753719806,22.5,945.55,4.86,0.5705648613563072,306.6532800339099,325.2549206776125,325.2549206776125,3440.4000000000005,94036.23415555555,105790.763425,105790.763425
14440,1,471.53600000000006,5,656.7,-1.1113478926670748,617.25,656.7,181.7,-0.5882429576635483,174.660726278119,195.27662847867896,195.27662847867896,2357.6800000000003,30506.36930400001,38132.96163000001,38132.96163000001
69707,1,403.7285,20,122.7,5.096594881504563,2199.12,2199.12,7.8,2.2122763415534843,507.31410845032684,520.4932929774154,520.4932929774154,8074.57,257367.60463274998,270913.26803447364,270913.26803447364
15246,1,257.075,2,186.0,-1.9999999999999993,328.15,328.15,186.0,0.0,71.07499999999999,100.51522894566772,100.51522894566772,514.15,5051.6556249999985,10103.311249999997,10103.311249999997
12651,1,114.0,1,114.0,NaN,114.0,114.0,114.0,NaN,0.0,NaN,NaN,114.0,0.0,NaN,NaN
70363,1,455.8685714285715,14,182.45,0.9093207975353765,6.6,1643.2,6.6,1.490296384058106,475.3602699435623,493.30466536890293,493.30466536890293,6382.160000000001,225967.38624081638,243349.4928747253,243349.4928747253
14555,1,162.07,2,197.94,-1.9999999999999991,126.2,197.94,126.2,0.0,35.87,50.72784048232291,50.72784048232291,324.14,1286.6568999999997,2573.3137999999994,2573.3137999999994
69681,1,627.3975000000002,12,540.94,6.714876270928688,26.02,4860.64,26.02,2.911674310609729,1288.8779541855065,1346.1891184655299,1346.1891184655299,7528.770000000001,1661206.3807854168,1812225.1426750002,1812225.1426750002
16668,1,51.12,6,50.76,-0.9469990582325298,40.2,74.16,19.5,-0.30529795235242363,18.6155741249095,20.39233973824485,20.39233973824485,306.71999999999997,346.53960000000006,415.8475200000001,415.8475200000001
17700,1,341.516,5,602.61,-1.817657809966969,15.9,602.61,9.85,-0.38132093065868483,269.53111231173295,301.3449445900827,301.3449445900827,1707.5800000000002,72647.02050400001,90808.77563000002,90808.77563000002
16626,1,248.23764705882357,17,795.75,1.2544291101600882,2.1,795.75,2.1,1.3068120392287597,199.01822868120612,205.14329456898574,205.14329456898574,4220.040000000001,39608.255347404855,42083.77130661766,42083.77130661766
18177,1,226.73666666666668,6,169.05,-0.5367836230409693,27.25,324.17,27.25,-0.8945292051849948,104.62449548530954,114.61039248980289,114.61039248980289,1360.42,10946.285055555556,13135.542066666667,13135.542066666667
17521,1,166.33333333333334,3,159.56,-1.4999999999999998,1.25,338.19,1.25,0.07369736140539943,137.63853489807602,168.57208972227085,168.57208972227085,499.0,18944.36628888889,28416.549433333334,28416.549433333334
