counterparty_id,acct_last_updated_ts_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
15952,1,160.16,2,95.15,-1.9999999999999987,225.17,225.17,95.15,0.0,65.00999999999999,91.9380236898749,91.9380236898749,320.32,4226.300099999999,8452.600199999997,8452.600199999997
14918,1,805.075,2,765.42,-2.0000000000000004,844.73,844.73,765.42,0.0,39.65500000000003,56.080638815905125,56.080638815905125,1610.15,1572.5190250000023,3145.0380500000047,3145.0380500000047
16706,1,177.11666666666665,3,291.53,-1.5,119.8,291.53,119.8,0.7071028595477774,80.90249371242452,99.0849142570822,99.0849142570822,531.3499999999999,6545.213488888888,9817.820233333332,9817.820233333332
12420,1,600.39,1,600.39,NaN,600.39,600.39,600.39,NaN,0.0,NaN,NaN,600.39,0.0,NaN,NaN
15419,1,135.86,1,135.86,NaN,135.86,135.86,135.86,NaN,0.0,NaN,NaN,135.86,0.0,NaN,NaN
69991,1,347.7546153846154,26,130.85,1.254655825346875,208.16,960.08,19.8,1.2292612117748427,219.5009725093363,223.84794841553983,223.84794841553983,9041.62,48180.676932544404,50107.90400984618,50107.90400984618
70047,1,270.25483870967753,31,487.75,5.633848709344111,36.0,1292.31,3.8,2.0063438081046745,256.4170833958456,260.65566944241425,260.65566944241425,8377.900000000003,65749.72065723206,67941.37801247313,67941.37801247313
70413,1,441.4876923076923,13,126.43,7.489893631111519,35.25,3671.44,13.4,3.0302193727114037,945.512661048157,984.1207792843472,984.1207792843472,5739.34,893994.192202367,968493.708219231,968493.708219231
14667,1,355.6047826086957,23,511.56,1.4389530690364385,5.95,1069.29,4.05,1.1336779945685984,238.95966817908223,244.33021892642017,244.33021892642017,8178.910000000001,57101.723016257085,59697.25588063241,59697.25588063241
18119,1,181.12,1,181.12,NaN,181.12,181.12,181.12,NaN,0.0,NaN,NaN,181.12,0.0,NaN,NaN
13488,1,551.1473333333334,15,1381.92,-0.6969079439850718,4.95,1381.92,2.95,0.4917782645079053,434.8886133631104,450.1524813480534,450.1524813480534,8267.210000000001,189128.10603288893,202637.25646380958,202637.25646380958
70262,1,273.44608695652175,23,301.52,7.013059504437798,7.25,1535.24,6.95,2.5445492015388833,326.70644722533586,334.04908193719535,334.04908193719535,6289.26,106737.10265860117,111588.78914308305,111588.78914308305
70111,1,333.99896551724134,29,202.45,6.741772432453484,12.75,2016.78,5.9,2.4186892134976543,416.94732599053077,424.3274976304507,424.3274976304507,9685.97,173845.07265065395,180053.82524532016,180053.82524532016
17496,1,271.05,1,271.05,NaN,271.05,271.05,271.05,NaN,0.0,NaN,NaN,271.05,0.0,NaN,NaN
69613,1,317.3860000000001,10,111.9,-0.191372336535665,7.5,860.7,3.3,0.714132727209167,252.72838622521215,266.39910995013145,266.39910995013145,3173.8600000000006,63871.637204000006,70968.48578222223,70968.48578222223
18212,1,248.42,1,248.42,NaN,248.42,248.42,248.42,NaN,0.0,NaN,NaN,248.42,0.0,NaN,NaN
14450,1,187.41500000000002,2,161.03,-1.999999999999997,213.8,213.8,161.03,-3.9611278947300545E-16,26.385000000000005,37.31402484321412,37.31402484321412,374.83000000000004,696.1682250000002,1392.3364500000005,1392.3364500000005
13158,1,300.265,4,256.41,-0.9231955504957483,332.89,332.89,256.41,-0.5844598139315189,27.619247364835985,31.891959801805836,31.891959801805836,1201.06,762.8228249999995,1017.0970999999994,1017.0970999999994
14035,1,333.6333333333334,3,301.6,-1.5,300.32,398.98,300.32,0.7066998971602998,46.210025848173785,56.595492164423604,56.595492164423604,1000.9000000000001,2135.3664888888893,3203.0497333333337,3203.0497333333337
12520,1,447.6683333333333,6,987.42,-0.5097027535865313,51.75,987.42,51.75,0.5830334931252027,293.9597145538068,322.0167333177993,322.0167333177993,2686.0099999999998,86412.31378055556,103694.77653666667,103694.77653666667
15521,1,269.4458333333334,12,475.69,-1.2790647494949643,80.55,673.42,10.2,0.3009659554971201,219.04237145121542,228.78229546322908,228.78229546322908,3233.3500000000004,47979.560490972224,52341.338717424245,52341.338717424245
15201,1,154.23099999999997,10,301.48,-1.9676291494999822,257.79,303.28,8.59,0.01728167892404244,139.3950164424826,146.93524881162224,146.93524881162224,1542.3099999999997,19430.970609,21589.967343333334,21589.967343333334
17746,1,60.85,2,110.25,-2.000000000000001,11.45,110.25,11.45,-4.82835618942226E-16,49.4,69.86214998123089,69.86214998123089,121.7,2440.3599999999997,4880.719999999999,4880.719999999999
17263,1,63.44,1,63.44,NaN,63.44,63.44,63.44,NaN,0.0,NaN,NaN,63.44,0.0,NaN,NaN
14038,1,361.11,2,716.32,-1.9999999999999962,5.9,716.32,5.9,6.649585236566189E-16,355.21000000000004,502.3427994905471,502.3427994905471,722.22,126174.14410000002,252348.28820000004,252348.28820000004
17124,1,298.89,1,298.89,NaN,298.89,298.89,298.89,NaN,0.0,NaN,NaN,298.89,0.0,NaN,NaN
16257,1,46.95,1,46.95,NaN,46.95,46.95,46.95,NaN,0.0,NaN,NaN,46.95,0.0,NaN,NaN
13503,1,216.85,1,216.85,NaN,216.85,216.85,216.85,NaN,0.0,NaN,NaN,216.85,0.0,NaN,NaN
17119,1,206.73666666666665,3,547.25,-1.5000000000000033,13.3,547.25,13.3,0.6876170648667868,241.52199352347927,295.8028228961538,295.8028228961538,620.2099999999999,58332.87335555556,87499.31003333334,87499.31003333334
12446,1,1002.31,1,1002.31,NaN,1002.31,1002.31,1002.31,NaN,0.0,NaN,NaN,1002.31,0.0,NaN,NaN
14416,1,245.11,2,361.0,-1.9999999999999971,129.22,361.0,129.22,5.983595701079959E-16,115.89,163.89320974341797,163.89320974341797,490.22,13430.4921,26860.9842,26860.9842
69308,1,163.74,1,163.74,NaN,163.74,163.74,163.74,NaN,0.0,NaN,NaN,163.74,0.0,NaN,NaN
