counterparty_id,open_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
13777,12,3295.45,2,330.0,-1.9999999999999993,6260.9,6260.9,330.0,0.0,2965.45,4193.779608539295,4193.779608539295,6590.9,8793893.702499999,1.7587787404999997E7,1.7587787404999997E7
70507,1,1168.91,2,2170.9,-1.9999999999999993,166.92,2170.9,166.92,0.0,1001.99,1417.0278473622175,1417.0278473622175,2337.82,1003983.9601,2007967.9202,2007967.9202
15602,30,76.275,2,92.55,-2.0000000000000018,60.0,92.55,60.0,-4.2195601036910613E-16,16.275,23.01632572762212,23.01632572762212,152.55,264.87562499999996,529.7512499999999,529.7512499999999
69802,11,234.225,2,5.95,-2.0000000000000004,462.5,462.5,5.95,0.0,228.275,322.82960095071826,322.82960095071826,468.45,52109.475625,104218.95125,104218.95125
15513,11,956.5,1,956.5,NaN,956.5,956.5,956.5,NaN,0.0,NaN,NaN,956.5,0.0,NaN,NaN
13327,16,60.0,1,60.0,NaN,60.0,60.0,60.0,NaN,0.0,NaN,NaN,60.0,0.0,NaN,NaN
17576,2,137.05,2,177.35,-1.9999999999999991,96.75,177.35,96.75,0.0,40.3,56.992806563635725,56.992806563635725,274.1,1624.0899999999997,3248.1799999999994,3248.1799999999994
16638,17,274.335,2,20.4,-2.000000000000001,528.27,528.27,20.4,0.0,253.935,359.1183209612119,359.1183209612119,548.67,64482.984225,128965.96845,128965.96845
70327,30,283.53,1,283.53,NaN,283.53,283.53,283.53,NaN,0.0,NaN,NaN,283.53,0.0,NaN,NaN
69508,29,136.25,1,136.25,NaN,136.25,136.25,136.25,NaN,0.0,NaN,NaN,136.25,0.0,NaN,NaN
70170,13,338.29,2,658.38,-2.0000000000000018,18.2,658.38,18.2,0.0,320.09,452.67561918000393,452.67561918000393,676.58,102457.60809999998,204915.21619999997,204915.21619999997
12423,15,237.93,1,237.93,NaN,237.93,237.93,237.93,NaN,0.0,NaN,NaN,237.93,0.0,NaN,NaN
14911,29,956.0677777777777,9,762.3,3.374546472123071,27.51,4345.1,27.51,2.2050810919393604,1234.3251850192637,1309.199562774692,1309.199562774692,8604.609999999999,1523558.6623728396,1714003.4951694445,1714003.4951694445
69770,22,481.14,1,481.14,NaN,481.14,481.14,481.14,NaN,0.0,NaN,NaN,481.14,0.0,NaN,NaN
14299,8,621.9,1,621.9,NaN,621.9,621.9,621.9,NaN,0.0,NaN,NaN,621.9,0.0,NaN,NaN
13408,4,360.3066666666666,3,304.2,-1.5,174.84,601.88,174.84,0.43980422937355323,178.79552368247053,218.9789006578792,218.9789006578792,1080.9199999999998,31967.83928888888,47951.75893333332,47951.75893333332
69695,11,178.88,2,304.24,-2.0,53.52,304.24,53.52,0.0,125.36,177.2858121790912,177.2858121790912,357.76,15715.1296,31430.2592,31430.2592
69712,12,336.07,1,336.07,NaN,336.07,336.07,336.07,NaN,0.0,NaN,NaN,336.07,0.0,NaN,NaN
69535,6,284.62,1,284.62,NaN,284.62,284.62,284.62,NaN,0.0,NaN,NaN,284.62,0.0,NaN,NaN
69793,9,238.3,2,362.0,-1.9999999999999978,114.6,362.0,114.6,4.920293744610138E-16,123.7,174.93821766555186,174.93821766555186,476.6,15301.69,30603.38,30603.38
13742,28,469.18,1,469.18,NaN,469.18,469.18,469.18,NaN,0.0,NaN,NaN,469.18,0.0,NaN,NaN
13113,3,211.27999999999997,3,372.29,-1.4999999999999978,113.55,372.29,113.55,0.6595805149430309,114.71665296140166,140.49863237768542,140.49863237768542,633.8399999999999,13159.910466666666,19739.8657,19739.8657
16814,6,170.7,1,170.7,NaN,170.7,170.7,170.7,NaN,0.0,NaN,NaN,170.7,0.0,NaN,NaN
70059,25,15.8,1,15.8,NaN,15.8,15.8,15.8,NaN,0.0,NaN,NaN,15.8,0.0,NaN,NaN
70378,22,516.95,1,516.95,NaN,516.95,516.95,516.95,NaN,0.0,NaN,NaN,516.95,0.0,NaN,NaN
17105,19,319.4,1,319.4,NaN,319.4,319.4,319.4,NaN,0.0,NaN,NaN,319.4,0.0,NaN,NaN
70013,16,10.5,1,10.5,NaN,10.5,10.5,10.5,NaN,0.0,NaN,NaN,10.5,0.0,NaN,NaN
14180,4,119.15,1,119.15,NaN,119.15,119.15,119.15,NaN,0.0,NaN,NaN,119.15,0.0,NaN,NaN
13018,21,412.325,2,331.2,-2.0,493.45,493.45,331.2,0.0,81.125,114.72807524751734,114.72807524751734,824.65,6581.265625,13162.53125,13162.53125
70105,18,464.435,4,893.16,-1.3249473842951265,5.47,893.16,5.47,-0.11239684268346564,329.5089770021448,380.484193145173,380.484193145173,1857.74,108576.16592499998,144768.22123333332,144768.22123333332
69795,18,308.95,1,308.95,NaN,308.95,308.95,308.95,NaN,0.0,NaN,NaN,308.95,0.0,NaN,NaN
69932,20,195.03,3,251.9,-1.5000000000000024,165.14,251.9,165.14,0.7043330839448769,40.23070717747826,49.272352288073286,49.272352288073286,585.09,1618.5098000000005,2427.7647000000006,2427.7647000000006
69763,6,107.515,2,17.9,-2.000000000000001,197.13,197.13,17.9,0.0,89.615,126.7347483920649,126.7347483920649,215.03,8030.848224999999,16061.696449999998,16061.696449999998
70185,1,108.98,1,108.98,NaN,108.98,108.98,108.98,NaN,0.0,NaN,NaN,108.98,0.0,NaN,NaN
70127,3,136.57,1,136.57,NaN,136.57,136.57,136.57,NaN,0.0,NaN,NaN,136.57,0.0,NaN,NaN
15861,17,248.29,1,248.29,NaN,248.29,248.29,248.29,NaN,0.0,NaN,NaN,248.29,0.0,NaN,NaN
70348,12,830.78,2,264.24,-2.000000000000001,1397.32,1397.32,264.24,0.0,566.54,801.2085516268533,801.2085516268533,1661.56,320967.57159999997,641935.1431999999,641935.1431999999
70153,22,304.71999999999997,2,83.14,-1.999999999999999,526.3,526.3,83.14,-3.4242735189114484E-16,221.57999999999998,313.36144115063036,313.36144115063036,609.4399999999999,49097.69639999999,98195.39279999999,98195.39279999999
69900,17,311.57,1,311.57,NaN,311.57,311.57,311.57,NaN,0.0,NaN,NaN,311.57,0.0,NaN,NaN
14851,25,206.13,1,206.13,NaN,206.13,206.13,206.13,NaN,0.0,NaN,NaN,206.13,0.0,NaN,NaN
16871,3,357.25,1,357.25,NaN,357.25,357.25,357.25,NaN,0.0,NaN,NaN,357.25,0.0,NaN,NaN
16945,13,287.04,1,287.04,NaN,287.04,287.04,287.04,NaN,0.0,NaN,NaN,287.04,0.0,NaN,NaN
69717,8,146.5,3,123.1,-1.5,30.0,286.4,30.0,0.3204458648486334,105.97455669483438,129.7917948099956,129.7917948099956,439.5,11230.606666666667,16845.91,16845.91
13266,7,302.505,2,303.95,-2.000000000000001,301.06,303.95,301.06,0.0,1.4449999999999932,2.0435385976291127,2.0435385976291127,605.01,2.0880249999999805,4.176049999999961,4.176049999999961
69926,14,149.9,1,149.9,NaN,149.9,149.9,149.9,NaN,0.0,NaN,NaN,149.9,0.0,NaN,NaN
16678,11,258.4166666666667,3,147.3,-1.500000000000003,301.2,326.75,147.3,-0.6523983559484301,79.26069153257635,97.07412545747363,97.07412545747363,775.25,6282.25722222222,9423.38583333333,9423.38583333333
70235,29,4390.56,1,4390.56,NaN,4390.56,4390.56,4390.56,NaN,0.0,NaN,NaN,4390.56,0.0,NaN,NaN
70599,3,128.01,1,128.01,NaN,128.01,128.01,128.01,NaN,0.0,NaN,NaN,128.01,0.0,NaN,NaN
69968,28,344.86,1,344.86,NaN,344.86,344.86,344.86,NaN,0.0,NaN,NaN,344.86,0.0,NaN,NaN
18245,1,161.04,1,161.04,NaN,161.04,161.04,161.04,NaN,0.0,NaN,NaN,161.04,0.0,NaN,NaN
15599,5,448.83,1,448.83,NaN,448.83,448.83,448.83,NaN,0.0,NaN,NaN,448.83,0.0,NaN,NaN
70076,8,480.96,1,480.96,NaN,480.96,480.96,480.96,NaN,0.0,NaN,NaN,480.96,0.0,NaN,NaN
13398,27,457.34,1,457.34,NaN,457.34,457.34,457.34,NaN,0.0,NaN,NaN,457.34,0.0,NaN,NaN
15611,15,100.6,1,100.6,NaN,100.6,100.6,100.6,NaN,0.0,NaN,NaN,100.6,0.0,NaN,NaN
18135,12,109.82,1,109.82,NaN,109.82,109.82,109.82,NaN,0.0,NaN,NaN,109.82,0.0,NaN,NaN
69941,26,204.67,3,136.5,-1.5,17.4,460.11,17.4,0.49825811914109336,187.0532859909176,229.0925526943205,229.0925526943205,614.01,34988.931800000006,52483.39770000001,52483.39770000001
69726,28,300.55,1,300.55,NaN,300.55,300.55,300.55,NaN,0.0,NaN,NaN,300.55,0.0,NaN,NaN
69869,16,332.64,1,332.64,NaN,332.64,332.64,332.64,NaN,0.0,NaN,NaN,332.64,0.0,NaN,NaN
14823,25,110.78,1,110.78,NaN,110.78,110.78,110.78,NaN,0.0,NaN,NaN,110.78,0.0,NaN,NaN
14844,27,668.8,1,668.8,NaN,668.8,668.8,668.8,NaN,0.0,NaN,NaN,668.8,0.0,NaN,NaN
12621,27,49.8,1,49.8,NaN,49.8,49.8,49.8,NaN,0.0,NaN,NaN,49.8,0.0,NaN,NaN
69911,29,918.535,2,1830.72,-1.9999999999999998,6.35,1830.72,6.35,0.0,912.1850000000001,1290.024398393302,1290.024398393302,1837.07,832081.4742250001,1664162.9484500003,1664162.9484500003
69956,28,223.74,1,223.74,NaN,223.74,223.74,223.74,NaN,0.0,NaN,NaN,223.74,0.0,NaN,NaN
13815,19,1965.74,1,1965.74,NaN,1965.74,1965.74,1965.74,NaN,0.0,NaN,NaN,1965.74,0.0,NaN,NaN
14092,18,29.7,1,29.7,NaN,29.7,29.7,29.7,NaN,0.0,NaN,NaN,29.7,0.0,NaN,NaN
70322,13,838.8,1,838.8,NaN,838.8,838.8,838.8,NaN,0.0,NaN,NaN,838.8,0.0,NaN,NaN
15159,15,382.47,2,521.34,-2.000000000000001,243.6,521.34,243.6,0.0,138.87,196.39183740675173,196.39183740675173,764.94,19284.876900000003,38569.753800000006,38569.753800000006
70213,8,327.48,2,269.49,-2.0000000000000004,385.47,385.47,269.49,0.0,57.99000000000001,82.01024448201579,82.01024448201579,654.96,3362.8401000000013,6725.6802000000025,6725.6802000000025
70044,2,2204.36,1,2204.36,NaN,2204.36,2204.36,2204.36,NaN,0.0,NaN,NaN,2204.36,0.0,NaN,NaN
70394,30,196.0,1,196.0,NaN,196.0,196.0,196.0,NaN,0.0,NaN,NaN,196.0,0.0,NaN,NaN
16684,7,324.0,1,324.0,NaN,324.0,324.0,324.0,NaN,0.0,NaN,NaN,324.0,0.0,NaN,NaN
16912,13,65.4,1,65.4,NaN,65.4,65.4,65.4,NaN,0.0,NaN,NaN,65.4,0.0,NaN,NaN
70316,14,102.6,1,102.6,NaN,102.6,102.6,102.6,NaN,0.0,NaN,NaN,102.6,0.0,NaN,NaN
70064,5,229.0,1,229.0,NaN,229.0,229.0,229.0,NaN,0.0,NaN,NaN,229.0,0.0,NaN,NaN
17404,15,612.0,1,612.0,NaN,612.0,612.0,612.0,NaN,0.0,NaN,NaN,612.0,0.0,NaN,NaN
69850,27,460.155,2,502.02,-2.0,418.29,502.02,418.29,0.0,41.86499999999998,59.20605078874959,59.20605078874959,920.31,1752.6782249999983,3505.3564499999966,3505.3564499999966
13113,28,657.4,1,657.4,NaN,657.4,657.4,657.4,NaN,0.0,NaN,NaN,657.4,0.0,NaN,NaN
15581,3,208.34,1,208.34,NaN,208.34,208.34,208.34,NaN,0.0,NaN,NaN,208.34,0.0,NaN,NaN
12828,30,111.2,1,111.2,NaN,111.2,111.2,111.2,NaN,0.0,NaN,NaN,111.2,0.0,NaN,NaN
13236,5,439.23,1,439.23,NaN,439.23,439.23,439.23,NaN,0.0,NaN,NaN,439.23,0.0,NaN,NaN
69780,19,252.5,1,252.5,NaN,252.5,252.5,252.5,NaN,0.0,NaN,NaN,252.5,0.0,NaN,NaN
70177,29,550.98,1,550.98,NaN,550.98,550.98,550.98,NaN,0.0,NaN,NaN,550.98,0.0,NaN,NaN
12670,1,608.08,1,608.08,NaN,608.08,608.08,608.08,NaN,0.0,NaN,NaN,608.08,0.0,NaN,NaN
14852,27,554.21,1,554.21,NaN,554.21,554.21,554.21,NaN,0.0,NaN,NaN,554.21,0.0,NaN,NaN
69632,30,159.85,1,159.85,NaN,159.85,159.85,159.85,NaN,0.0,NaN,NaN,159.85,0.0,NaN,NaN
70241,22,318.4,1,318.4,NaN,318.4,318.4,318.4,NaN,0.0,NaN,NaN,318.4,0.0,NaN,NaN
70085,5,106.825,2,204.4,-2.000000000000001,9.25,204.4,9.25,0.0,97.575,137.99188834855474,137.99188834855474,213.65,9520.880625,19041.76125,19041.76125
69957,14,552.6,1,552.6,NaN,552.6,552.6,552.6,NaN,0.0,NaN,NaN,552.6,0.0,NaN,NaN
69680,20,1862.0,1,1862.0,NaN,1862.0,1862.0,1862.0,NaN,0.0,NaN,NaN,1862.0,0.0,NaN,NaN
14712,31,305.75,1,305.75,NaN,305.75,305.75,305.75,NaN,0.0,NaN,NaN,305.75,0.0,NaN,NaN
12987,20,254.4,1,254.4,NaN,254.4,254.4,254.4,NaN,0.0,NaN,NaN,254.4,0.0,NaN,NaN
14883,13,29.3,1,29.3,NaN,29.3,29.3,29.3,NaN,0.0,NaN,NaN,29.3,0.0,NaN,NaN
70422,27,641.57,1,641.57,NaN,641.57,641.57,641.57,NaN,0.0,NaN,NaN,641.57,0.0,NaN,NaN
15628,20,368.98,2,416.46,-1.9999999999999971,321.5,416.46,321.5,5.438110356802484E-16,47.47999999999999,67.14685994147453,67.14685994147453,737.96,2254.350399999999,4508.700799999998,4508.700799999998
70405,23,437.23,1,437.23,NaN,437.23,437.23,437.23,NaN,0.0,NaN,NaN,437.23,0.0,NaN,NaN
12553,10,377.28499999999997,2,477.55,-2.0,277.02,477.55,277.02,0.0,100.26500000000001,141.7961228313384,141.7961228313384,754.5699999999999,10053.070225000003,20106.140450000006,20106.140450000006
70202,16,106.2,1,106.2,NaN,106.2,106.2,106.2,NaN,0.0,NaN,NaN,106.2,0.0,NaN,NaN
15132,30,106.2,1,106.2,NaN,106.2,106.2,106.2,NaN,0.0,NaN,NaN,106.2,0.0,NaN,NaN
16932,15,161.94,1,161.94,NaN,161.94,161.94,161.94,NaN,0.0,NaN,NaN,161.94,0.0,NaN,NaN
13308,22,284.68,1,284.68,NaN,284.68,284.68,284.68,NaN,0.0,NaN,NaN,284.68,0.0,NaN,NaN
16123,16,307.78,1,307.78,NaN,307.78,307.78,307.78,NaN,0.0,NaN,NaN,307.78,0.0,NaN,NaN
14799,13,157.7,1,157.7,NaN,157.7,157.7,157.7,NaN,0.0,NaN,NaN,157.7,0.0,NaN,NaN
69945,26,66.825,2,118.8,-2.0000000000000004,14.85,118.8,14.85,0.0,51.975,73.50374990434162,73.50374990434162,133.65,2701.400625,5402.80125,5402.80125
69706,29,311.18,1,311.18,NaN,311.18,311.18,311.18,NaN,0.0,NaN,NaN,311.18,0.0,NaN,NaN
14383,22,329.88,1,329.88,NaN,329.88,329.88,329.88,NaN,0.0,NaN,NaN,329.88,0.0,NaN,NaN
17135,12,85.0,1,85.0,NaN,85.0,85.0,85.0,NaN,0.0,NaN,NaN,85.0,0.0,NaN,NaN
69807,13,549.49,1,549.49,NaN,549.49,549.49,549.49,NaN,0.0,NaN,NaN,549.49,0.0,NaN,NaN
70003,17,427.51,1,427.51,NaN,427.51,427.51,427.51,NaN,0.0,NaN,NaN,427.51,0.0,NaN,NaN
70071,15,190.88,1,190.88,NaN,190.88,190.88,190.88,NaN,0.0,NaN,NaN,190.88,0.0,NaN,NaN
69749,21,243.47,1,243.47,NaN,243.47,243.47,243.47,NaN,0.0,NaN,NaN,243.47,0.0,NaN,NaN
69983,17,14.95,1,14.95,NaN,14.95,14.95,14.95,NaN,0.0,NaN,NaN,14.95,0.0,NaN,NaN
69405,10,703.37,1,703.37,NaN,703.37,703.37,703.37,NaN,0.0,NaN,NaN,703.37,0.0,NaN,NaN
70290,29,247.15,1,247.15,NaN,247.15,247.15,247.15,NaN,0.0,NaN,NaN,247.15,0.0,NaN,NaN
70348,14,376.58,1,376.58,NaN,376.58,376.58,376.58,NaN,0.0,NaN,NaN,376.58,0.0,NaN,NaN
15687,3,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
69941,13,363.2,1,363.2,NaN,363.2,363.2,363.2,NaN,0.0,NaN,NaN,363.2,0.0,NaN,NaN
69196,23,258.24,1,258.24,NaN,258.24,258.24,258.24,NaN,0.0,NaN,NaN,258.24,0.0,NaN,NaN
13500,13,497.97,1,497.97,NaN,497.97,497.97,497.97,NaN,0.0,NaN,NaN,497.97,0.0,NaN,NaN
14367,3,314.85,1,314.85,NaN,314.85,314.85,314.85,NaN,0.0,NaN,NaN,314.85,0.0,NaN,NaN
16549,30,153.38,1,153.38,NaN,153.38,153.38,153.38,NaN,0.0,NaN,NaN,153.38,0.0,NaN,NaN
69797,24,362.95,1,362.95,NaN,362.95,362.95,362.95,NaN,0.0,NaN,NaN,362.95,0.0,NaN,NaN
70001,18,223.61,1,223.61,NaN,223.61,223.61,223.61,NaN,0.0,NaN,NaN,223.61,0.0,NaN,NaN
70114,24,402.96,1,402.96,NaN,402.96,402.96,402.96,NaN,0.0,NaN,NaN,402.96,0.0,NaN,NaN
70277,18,654.37,1,654.37,NaN,654.37,654.37,654.37,NaN,0.0,NaN,NaN,654.37,0.0,NaN,NaN
17426,13,634.21,1,634.21,NaN,634.21,634.21,634.21,NaN,0.0,NaN,NaN,634.21,0.0,NaN,NaN
69871,26,235.57,1,235.57,NaN,235.57,235.57,235.57,NaN,0.0,NaN,NaN,235.57,0.0,NaN,NaN
13510,12,341.86,1,341.86,NaN,341.86,341.86,341.86,NaN,0.0,NaN,NaN,341.86,0.0,NaN,NaN
69979,18,280.8,1,280.8,NaN,280.8,280.8,280.8,NaN,0.0,NaN,NaN,280.8,0.0,NaN,NaN
16203,28,3.75,1,3.75,NaN,3.75,3.75,3.75,NaN,0.0,NaN,NaN,3.75,0.0,NaN,NaN
14389,16,12.54,1,12.54,NaN,12.54,12.54,12.54,NaN,0.0,NaN,NaN,12.54,0.0,NaN,NaN
70134,8,9.35,1,9.35,NaN,9.35,9.35,9.35,NaN,0.0,NaN,NaN,9.35,0.0,NaN,NaN
12712,15,71.9,1,71.9,NaN,71.9,71.9,71.9,NaN,0.0,NaN,NaN,71.9,0.0,NaN,NaN
16598,10,4.35,1,4.35,NaN,4.35,4.35,4.35,NaN,0.0,NaN,NaN,4.35,0.0,NaN,NaN
12417,3,18.4,1,18.4,NaN,18.4,18.4,18.4,NaN,0.0,NaN,NaN,18.4,0.0,NaN,NaN
13082,3,18.15,1,18.15,NaN,18.15,18.15,18.15,NaN,0.0,NaN,NaN,18.15,0.0,NaN,NaN
69946,20,212.55,1,212.55,NaN,212.55,212.55,212.55,NaN,0.0,NaN,NaN,212.55,0.0,NaN,NaN
69970,29,57.6,1,57.6,NaN,57.6,57.6,57.6,NaN,0.0,NaN,NaN,57.6,0.0,NaN,NaN
12468,23,5.5,1,5.5,NaN,5.5,5.5,5.5,NaN,0.0,NaN,NaN,5.5,0.0,NaN,NaN
13097,16,6.75,1,6.75,NaN,6.75,6.75,6.75,NaN,0.0,NaN,NaN,6.75,0.0,NaN,NaN
15370,24,25.5,1,25.5,NaN,25.5,25.5,25.5,NaN,0.0,NaN,NaN,25.5,0.0,NaN,NaN
69442,9,12.65,1,12.65,NaN,12.65,12.65,12.65,NaN,0.0,NaN,NaN,12.65,0.0,NaN,NaN
12409,17,3.74,1,3.74,NaN,3.74,3.74,3.74,NaN,0.0,NaN,NaN,3.74,0.0,NaN,NaN
13499,25,2.95,1,2.95,NaN,2.95,2.95,2.95,NaN,0.0,NaN,NaN,2.95,0.0,NaN,NaN
13131,6,34.0,1,34.0,NaN,34.0,34.0,34.0,NaN,0.0,NaN,NaN,34.0,0.0,NaN,NaN
17769,15,24.9,1,24.9,NaN,24.9,24.9,24.9,NaN,0.0,NaN,NaN,24.9,0.0,NaN,NaN
15728,2,134.8,1,134.8,NaN,134.8,134.8,134.8,NaN,0.0,NaN,NaN,134.8,0.0,NaN,NaN
70420,1,38.45,1,38.45,NaN,38.45,38.45,38.45,NaN,0.0,NaN,NaN,38.45,0.0,NaN,NaN
69359,15,7.68,1,7.68,NaN,7.68,7.68,7.68,NaN,0.0,NaN,NaN,7.68,0.0,NaN,NaN
69722,21,1056.63,1,1056.63,NaN,1056.63,1056.63,1056.63,NaN,0.0,NaN,NaN,1056.63,0.0,NaN,NaN
16510,11,248.1,1,248.1,NaN,248.1,248.1,248.1,NaN,0.0,NaN,NaN,248.1,0.0,NaN,NaN
16150,29,393.42,1,393.42,NaN,393.42,393.42,393.42,NaN,0.0,NaN,NaN,393.42,0.0,NaN,NaN
14589,17,39.75,1,39.75,NaN,39.75,39.75,39.75,NaN,0.0,NaN,NaN,39.75,0.0,NaN,NaN
70535,23,1680.88,1,1680.88,NaN,1680.88,1680.88,1680.88,NaN,0.0,NaN,NaN,1680.88,0.0,NaN,NaN
14813,19,127.98,1,127.98,NaN,127.98,127.98,127.98,NaN,0.0,NaN,NaN,127.98,0.0,NaN,NaN
13050,19,300.92,1,300.92,NaN,300.92,300.92,300.92,NaN,0.0,NaN,NaN,300.92,0.0,NaN,NaN
14621,16,305.7,1,305.7,NaN,305.7,305.7,305.7,NaN,0.0,NaN,NaN,305.7,0.0,NaN,NaN
15311,5,368.515,2,342.46,-1.9999999999999987,394.57,394.57,342.46,0.0,26.055000000000007,36.847334367631,36.847334367631,737.03,678.8630250000003,1357.7260500000007,1357.7260500000007
70157,15,170.55,2,161.3,-2.0,179.8,179.8,161.3,0.0,9.25,13.08147545195113,13.08147545195113,341.1,85.5625,171.125,171.125
15518,14,241.89,1,241.89,NaN,241.89,241.89,241.89,NaN,0.0,NaN,NaN,241.89,0.0,NaN,NaN
70092,9,136.19,2,134.48,-1.9999999999999984,137.9,137.9,134.48,-3.552563760609754E-16,1.710000000000008,2.418305191658004,2.418305191658004,272.38,2.9241000000000272,5.8482000000000545,5.8482000000000545
70057,17,339.385,2,135.55,-2.0,543.22,543.22,135.55,0.0,203.835,288.26622148631986,288.26622148631986,678.77,41548.707225000006,83097.41445000001,83097.41445000001
70123,15,216.58,1,216.58,NaN,216.58,216.58,216.58,NaN,0.0,NaN,NaN,216.58,0.0,NaN,NaN
70547,25,136.0,1,136.0,NaN,136.0,136.0,136.0,NaN,0.0,NaN,NaN,136.0,0.0,NaN,NaN
13576,6,364.32,1,364.32,NaN,364.32,364.32,364.32,NaN,0.0,NaN,NaN,364.32,0.0,NaN,NaN
15046,3,182.23666666666668,3,109.85,-1.5000000000000004,315.66,315.66,109.85,0.6994574727267222,94.45826250548735,115.68727256415606,115.68727256415606,546.71,8922.363355555557,13383.545033333336,13383.545033333336
70176,16,195.57,2,263.04,-2.0000000000000018,128.1,263.04,128.1,-3.790338638037633E-16,67.47000000000001,95.41698905331275,95.41698905331275,391.14,4552.200900000002,9104.401800000003,9104.401800000003
15554,25,217.2,1,217.2,NaN,217.2,217.2,217.2,NaN,0.0,NaN,NaN,217.2,0.0,NaN,NaN
70145,23,238.01,1,238.01,NaN,238.01,238.01,238.01,NaN,0.0,NaN,NaN,238.01,0.0,NaN,NaN
12428,20,409.2,1,409.2,NaN,409.2,409.2,409.2,NaN,0.0,NaN,NaN,409.2,0.0,NaN,NaN
17491,7,556.94,1,556.94,NaN,556.94,556.94,556.94,NaN,0.0,NaN,NaN,556.94,0.0,NaN,NaN
12668,14,1444.8,1,1444.8,NaN,1444.8,1444.8,1444.8,NaN,0.0,NaN,NaN,1444.8,0.0,NaN,NaN
14419,15,183.46,1,183.46,NaN,183.46,183.46,183.46,NaN,0.0,NaN,NaN,183.46,0.0,NaN,NaN
14410,28,91.48,1,91.48,NaN,91.48,91.48,91.48,NaN,0.0,NaN,NaN,91.48,0.0,NaN,NaN
17811,3,130.075,2,113.1,-2.000000000000001,147.05,147.05,113.1,0.0,16.97500000000001,24.0062752212833,24.0062752212833,260.15,288.1506250000003,576.3012500000006,576.3012500000006
70131,17,264.575,2,198.91,-2.000000000000001,330.24,330.24,198.91,4.111575762841274E-16,65.665,92.86433357322929,92.86433357322929,529.15,4311.8922250000005,8623.784450000001,8623.784450000001
16255,16,168.46,1,168.46,NaN,168.46,168.46,168.46,NaN,0.0,NaN,NaN,168.46,0.0,NaN,NaN
70036,15,211.63,2,112.2,-2.000000000000004,311.06,311.06,112.2,4.737157411367279E-16,99.43,140.61525450675686,140.61525450675686,423.26,9886.324900000001,19772.649800000003,19772.649800000003
70110,11,186.5,1,186.5,NaN,186.5,186.5,186.5,NaN,0.0,NaN,NaN,186.5,0.0,NaN,NaN
12407,9,269.66,1,269.66,NaN,269.66,269.66,269.66,NaN,0.0,NaN,NaN,269.66,0.0,NaN,NaN
69500,1,159.1,1,159.1,NaN,159.1,159.1,159.1,NaN,0.0,NaN,NaN,159.1,0.0,NaN,NaN
15729,28,85.0,1,85.0,NaN,85.0,85.0,85.0,NaN,0.0,NaN,NaN,85.0,0.0,NaN,NaN
70054,20,375.45,1,375.45,NaN,375.45,375.45,375.45,NaN,0.0,NaN,NaN,375.45,0.0,NaN,NaN
16446,26,2.9,1,2.9,NaN,2.9,2.9,2.9,NaN,0.0,NaN,NaN,2.9,0.0,NaN,NaN
16813,30,206.25,1,206.25,NaN,206.25,206.25,206.25,NaN,0.0,NaN,NaN,206.25,0.0,NaN,NaN
70123,2,302.88,1,302.88,NaN,302.88,302.88,302.88,NaN,0.0,NaN,NaN,302.88,0.0,NaN,NaN
14194,3,349.495,2,670.61,-1.9999999999999993,28.38,670.61,28.38,0.0,321.115,454.1251880814364,454.1251880814364,698.99,103114.843225,206229.68645,206229.68645
14221,29,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
15640,28,1226.635,2,1008.61,-2.0000000000000018,1444.66,1444.66,1008.61,3.594522744074176E-16,218.02500000000003,308.3339119363941,308.3339119363941,2453.27,47534.90062500002,95069.80125000003,95069.80125000003
13741,24,200.17,1,200.17,NaN,200.17,200.17,200.17,NaN,0.0,NaN,NaN,200.17,0.0,NaN,NaN
15267,14,1035.76,1,1035.76,NaN,1035.76,1035.76,1035.76,NaN,0.0,NaN,NaN,1035.76,0.0,NaN,NaN
70250,2,197.37,1,197.37,NaN,197.37,197.37,197.37,NaN,0.0,NaN,NaN,197.37,0.0,NaN,NaN
14796,12,539.81,1,539.81,NaN,539.81,539.81,539.81,NaN,0.0,NaN,NaN,539.81,0.0,NaN,NaN
70265,19,151.66,1,151.66,NaN,151.66,151.66,151.66,NaN,0.0,NaN,NaN,151.66,0.0,NaN,NaN
14711,19,311.86,1,311.86,NaN,311.86,311.86,311.86,NaN,0.0,NaN,NaN,311.86,0.0,NaN,NaN
69719,7,473.7,1,473.7,NaN,473.7,473.7,473.7,NaN,0.0,NaN,NaN,473.7,0.0,NaN,NaN
69856,16,171.45,1,171.45,NaN,171.45,171.45,171.45,NaN,0.0,NaN,NaN,171.45,0.0,NaN,NaN
